,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON
389,Xavier Tillman,MEM,23,53,35,18,13.2,4.8,1.8,4.1,45.4,0.2,0.9,20.4,0.9,1.3,64.8,1.2,1.8,3.0,1.2,0.6,0.9,0.3,1.2,13.1,0,0,-0.5,2022
390,Brandon Goodwin,CLE,26,36,19,17,13.9,4.8,1.8,4.3,41.6,0.5,1.5,34.5,0.7,1.1,63.2,0.4,1.5,1.9,2.5,1.0,0.7,0.0,1.1,11.9,1,0,-1.5,2022
391,David Duke Jr.,BKN,22,22,10,12,15.5,4.7,1.8,4.9,36.1,0.4,1.7,24.3,0.8,1.0,81.0,1.4,1.7,3.0,0.8,0.4,0.6,0.3,1.6,12.0,2,0,-0.5,2022
392,Udoka Azubuike,UTA,22,17,11,6,11.5,4.7,2.2,2.9,75.5,0.0,0.0,0.0,0.4,0.6,54.5,1.1,3.1,4.2,0.0,0.7,0.1,0.6,1.5,11.1,1,0,0.2,2022
393,Greg Brown III,POR,20,48,14,34,13.3,4.7,1.7,4.0,42.6,0.4,1.3,31.1,0.9,1.4,67.7,0.8,2.0,2.8,0.7,0.8,0.5,0.5,1.9,11.5,0,0,-5.0,2022
394,Cameron McGriff,POR,24,3,0,3,15.3,4.7,1.7,4.7,35.7,0.7,2.0,33.3,0.7,0.7,100,2.0,3.0,5.0,1.0,0.0,0.0,0.3,2.3,13.2,0,0,2.7,2022
395,Maurice Harkless,SAC,29,47,15,32,18.4,4.6,1.8,3.9,45.9,0.7,2.1,30.7,0.4,0.6,71.4,0.3,2.1,2.4,0.5,0.7,0.6,0.5,1.6,10.9,1,0,-1.9,2022
396,James Bouknight,CHA,21,31,15,16,9.8,4.6,1.6,4.5,34.8,0.5,1.6,34.7,0.9,1.0,87.1,0.7,1.0,1.7,0.8,0.5,0.2,0.0,0.9,8.1,0,0,-1.6,2022
397,Svi Mykhailiuk,TOR,25,56,29,27,12.8,4.6,1.6,4.2,38.9,0.7,2.4,30.6,0.6,0.7,86.5,0.4,1.3,1.6,0.8,0.6,0.5,0.1,1.0,8.8,0,0,-1.4,2022
398,Romeo Langford,SAS,22,48,24,24,16.1,4.5,1.7,4.0,43.5,0.6,1.8,34.1,0.5,0.9,54.8,0.6,1.6,2.3,0.4,0.3,0.5,0.3,1.0,9.9,0,0,0.1,2022
399,Marquese Chriss,DAL,24,34,24,10,10.2,4.5,1.8,3.9,46.3,0.2,0.7,32.0,0.6,1.0,66.7,1.0,2.1,3.0,0.5,0.5,0.4,0.4,1.9,10.6,0,0,-0.3,2022
400,Louis King,SAC,23,10,2,8,10.4,4.5,1.5,4.7,31.9,0.8,2.7,29.6,0.7,1.0,70.0,0.0,1.2,1.2,0.9,0.0,0.2,0.1,1.4,8.2,0,0,-2.9,2022
401,Khem Birch,TOR,29,55,34,21,18.0,4.5,1.8,3.6,48.5,0.0,0.3,0.0,1.0,1.3,74.6,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,13.8,0,0,0.4,2022
402,Delon Wright,ATL,30,77,42,35,18.9,4.4,1.6,3.5,45.4,0.6,1.5,37.9,0.7,0.8,85.7,0.6,2.2,2.9,2.4,0.6,1.2,0.2,0.7,15.3,0,0,0.8,2022
403,Jabari Parker,BOS,27,12,4,8,9.4,4.4,1.5,3.2,47.4,0.7,1.3,50.0,0.8,0.8,100,0.4,1.9,2.3,0.5,0.7,0.3,0.1,1.1,8.6,0,0,-0.6,2022
404,Taj Gibson,NYK,37,52,24,28,18.2,4.4,1.7,3.2,51.8,0.3,0.7,39.5,0.8,1.0,80.8,1.7,2.7,4.4,0.6,0.5,0.4,0.8,2.6,13.7,0,0,0.8,2022
405,Moses Moody,GSW,20,52,35,17,11.7,4.4,1.5,3.5,43.7,0.8,2.1,36.4,0.5,0.7,77.8,0.3,1.2,1.5,0.4,0.3,0.1,0.2,0.8,7.6,0,0,-0.8,2022
406,Timothe Luwawu-Cabarrot,ATL,27,52,30,22,13.2,4.4,1.4,3.6,39.8,0.8,2.3,36.1,0.7,0.8,85.4,0.3,1.3,1.6,0.8,0.4,0.3,0.1,1.5,8.4,0,0,-1.0,2022
407,Davon Reed,DEN,27,48,29,19,13.9,4.4,1.7,3.4,50.3,0.8,1.8,43.0,0.2,0.3,66.7,0.3,2.0,2.3,1.1,0.3,0.5,0.2,1.3,10.4,0,0,-0.5,2022
408,Mamadi Diakite,OKC,25,13,4,9,14.4,4.3,1.9,3.6,53.2,0.0,0.4,0.0,0.5,0.8,54.5,1.3,3.2,4.5,0.2,0.5,0.4,0.7,2.5,12.7,0,0,-1.1,2022
409,Trevelin Queen,HOU,25,10,1,9,7.4,4.3,1.5,3.3,45.5,0.9,2.4,37.5,0.4,0.4,100,0.7,0.9,1.6,0.4,0.7,0.5,0.1,0.6,7.9,0,0,0.8,2022
410,Malachi Flynn,TOR,24,44,25,19,12.2,4.3,1.6,4.2,39.3,0.7,2.0,33.3,0.3,0.5,62.5,0.2,1.2,1.4,1.6,0.3,0.5,0.1,1.0,9.7,0,0,-0.6,2022
411,DeAndre Jordan,PHI,33,48,26,22,13.0,4.3,1.9,3.0,64.3,0.0,0.0,0.0,0.5,0.8,55.0,1.7,3.8,5.5,0.4,0.8,0.3,0.7,1.5,13.7,0,0,-3.1,2022
412,Yuta Watanabe,TOR,27,38,21,17,11.7,4.3,1.5,3.6,40.6,0.7,2.1,34.2,0.6,1.1,60.0,0.5,1.9,2.4,0.6,0.5,0.3,0.4,1.0,9.7,2,0,-1.4,2022
413,Troy Brown Jr.,CHI,22,66,37,29,16.0,4.3,1.6,3.9,41.9,0.7,2.0,35.3,0.3,0.4,76.9,0.6,2.5,3.1,1.0,0.4,0.5,0.1,0.9,10.9,1,0,-0.7,2022
414,Moses Brown,CLE,22,40,19,21,8.6,4.3,1.6,2.7,59.3,0.0,0.0,0.0,1.1,1.8,59.7,1.0,2.4,3.4,0.0,0.5,0.2,0.4,1.3,9.6,3,0,-1.2,2022
415,Boban Marjanovic,DAL,33,23,15,8,5.6,4.3,1.8,3.0,60.0,0.0,0.2,25.0,0.6,1.0,59.1,0.3,1.3,1.7,0.1,0.7,0.0,0.1,1.0,6.2,0,0,1.5,2022
416,Lindell Wigginton,MIL,24,19,11,8,10.5,4.2,1.4,3.2,42.6,0.5,1.4,34.6,1.0,1.8,54.3,0.2,1.2,1.3,1.2,0.6,0.3,0.1,0.9,7.9,0,0,-2.5,2022
417,Rayjon Tucker,MIL,24,5,2,3,14.2,4.2,1.2,1.8,66.7,0.8,1.0,80.0,1.0,1.4,71.4,0.6,1.0,1.6,2.0,0.2,0.8,0.0,1.0,11.3,0,0,-0.4,2022
418,Jevon Carter,MIL,26,66,39,27,13.7,4.2,1.5,3.8,38.7,1.0,2.6,38.8,0.2,0.3,83.3,0.2,1.5,1.7,1.5,0.5,0.4,0.2,1.0,9.6,0,0,-0.8,2022
419,Sam Merrill,MEM,26,6,2,4,9.6,4.2,1.3,4.0,33.3,1.2,3.8,30.4,0.3,0.7,50.0,0.2,1.0,1.2,0.7,0.3,0.0,0.0,0.5,6.2,0,0,-1.5,2022
420,James Ennis III,DEN,31,7,3,4,7.9,4.1,1.6,3.4,45.8,0.4,1.1,37.5,0.6,0.7,80.0,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,8.3,0,0,0.0,2022
421,Frank Ntilikina,DAL,23,58,34,24,11.8,4.1,1.5,3.8,39.9,0.7,1.9,34.2,0.4,0.4,96.0,0.2,1.2,1.4,1.2,0.5,0.5,0.1,1.1,8.8,0,0,1.1,2022
422,Vlatko Cancar,DEN,25,15,7,8,11.8,4.1,1.5,2.7,56.1,0.5,0.8,58.3,0.6,0.9,64.3,0.5,1.5,2.1,1.1,0.6,0.1,0.2,1.2,8.7,0,0,0.3,2022
423,Santi Aldama,MEM,21,32,20,12,11.2,4.1,1.7,4.1,40.2,0.2,1.5,12.5,0.6,1.0,62.5,1.0,1.7,2.7,0.7,0.5,0.2,0.3,1.1,9.4,2,0,0.5,2022
424,Anthony Gill,WAS,29,44,15,29,10.5,4.1,1.4,2.5,56.9,0.3,0.6,53.8,1.0,1.2,80.8,0.8,1.2,1.9,0.6,0.4,0.1,0.3,1.3,8.0,0,0,1.4,2022
425,Juan Toscano-Anderson,GSW,29,73,51,22,13.6,4.1,1.6,3.2,48.9,0.4,1.2,32.2,0.5,1.0,57.1,0.4,2.0,2.4,1.7,0.9,0.7,0.2,1.6,11.3,0,0,0.6,2022
426,Markus Howard,DEN,23,31,17,14,5.7,4.1,1.3,3.3,38.6,0.9,2.3,40.0,0.6,0.7,87.0,0.1,0.3,0.4,0.2,0.2,0.3,0.0,0.5,5.5,0,0,-0.4,2022
427,Mychal Mulder,MIA,28,17,3,14,14.1,4.1,1.4,4.5,31.2,1.0,3.2,31.5,0.2,0.2,100,0.1,1.3,1.4,0.3,0.5,0.2,0.1,0.8,6.8,0,0,-3.2,2022
428,Matt Thomas,CHI,27,40,23,17,11.5,4.0,1.4,3.4,41.0,0.9,2.3,38.5,0.4,0.5,80.0,0.1,1.2,1.3,0.5,0.2,0.2,0.1,0.5,6.9,0,0,0.8,2022
429,Andre Iguodala,GSW,38,31,20,11,19.4,4.0,1.5,3.9,38.0,0.5,2.4,23.0,0.5,0.6,75.0,0.7,2.5,3.2,3.7,0.9,0.9,0.7,1.1,17.2,0,0,3.7,2022
430,Gabe York,IND,28,2,0,2,10.7,4.0,1.0,3.5,28.6,0.5,3.0,16.7,1.5,2.5,60.0,0.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,12.2,0,0,-2.0,2022
431,Mac McClung,LAL,23,2,2,0,12.2,4.0,1.5,3.0,50.0,0.5,1.5,33.3,0.5,0.5,100,0.0,1.5,1.5,0.5,1.5,0.5,0.5,2.5,8.1,0,0,3.5,2022
432,Micah Potter,DET,24,3,2,1,10.3,4.0,1.7,3.7,45.5,0.0,0.7,0.0,0.7,0.7,100,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,9.3,0,0,-13.3,2022
433,Scotty Hopson,OKC,32,1,0,1,17.7,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.7,0,0,-6.0,2022
434,Trevor Ariza,LAL,37,24,8,16,19.3,4.0,1.4,4.1,33.3,0.8,3.1,27.0,0.4,0.8,55.6,0.4,3.0,3.4,1.1,0.5,0.5,0.3,0.8,11.7,0,0,-2.3,2022
435,Kyle Guy,MIA,24,19,15,4,9.8,3.9,1.4,3.4,40.0,0.7,2.1,35.0,0.4,0.6,66.7,0.2,0.7,0.9,0.9,0.7,0.4,0.1,0.6,6.9,0,0,-2.5,2022
436,Didi Louzada,POR,22,9,0,9,14.4,3.9,1.3,3.7,36.4,1.0,2.6,39.1,0.2,0.2,100,0.6,1.3,1.9,0.6,0.6,0.2,0.2,1.4,7.8,0,0,-9.0,2022
437,Jamorko Pickett,DET,24,13,4,9,13.6,3.8,1.4,3.8,36.0,1.0,3.0,33.3,0.1,0.2,50.0,0.5,2.0,2.5,0.5,0.4,0.0,0.5,0.9,8.8,0,0,0.0,2022
438,Admiral Schofield,ORL,25,38,10,28,12.3,3.8,1.4,3.4,41.9,0.7,2.1,32.9,0.3,0.4,80.0,0.4,1.9,2.3,0.7,0.6,0.1,0.1,1.5,7.8,0,0,-3.4,2022
439,Jared Butler,UTA,21,42,31,11,8.6,3.8,1.5,3.6,40.4,0.7,2.1,31.8,0.3,0.4,68.8,0.1,1.0,1.1,1.5,0.8,0.4,0.2,1.1,8.4,0,0,-0.3,2022
440,Malcolm Hill,CHI,26,19,8,11,11.2,3.8,1.3,2.7,46.2,0.7,1.9,36.1,0.6,0.7,78.6,0.6,1.3,1.8,0.4,0.2,0.4,0.2,1.3,8.1,0,0,-1.6,2022
441,Aaron Nesmith,BOS,22,52,32,20,11.0,3.8,1.4,3.5,39.6,0.6,2.2,27.0,0.4,0.5,80.8,0.3,1.4,1.7,0.4,0.6,0.4,0.1,1.3,7.3,0,0,0.4,2022
442,Jordan McLaughlin,MIN,26,62,36,26,14.5,3.8,1.4,3.2,44.0,0.4,1.4,31.8,0.5,0.6,75.0,0.4,1.2,1.5,2.9,0.6,0.9,0.2,0.9,12.6,1,0,0.6,2022
443,Sandro Mamukelashvili,MIL,23,41,22,19,9.9,3.8,1.4,2.8,49.6,0.5,1.3,42.3,0.4,0.5,81.8,0.9,1.1,2.0,0.5,0.4,0.2,0.2,0.7,7.9,1,0,-3.5,2022
444,Nathan Knight,MIN,24,37,22,15,7.2,3.7,1.2,2.4,51.1,0.1,0.4,30.8,1.2,1.6,73.3,0.9,1.4,2.3,0.6,0.5,0.2,0.2,1.1,8.1,1,0,0.6,2022
445,Cheick Diallo,DET,25,3,0,3,10.2,3.7,1.0,2.7,37.5,0.0,0.0,0.0,1.7,2.0,83.3,1.3,2.7,4.0,0.0,0.3,0.3,0.0,2.0,9.1,0,0,-11.0,2022
446,KZ Okpala,MIA,23,21,14,7,11.6,3.7,1.4,3.3,43.5,0.4,1.2,34.6,0.4,0.5,72.7,0.5,1.4,2.0,0.7,0.2,0.2,0.3,1.2,8.3,0,0,0.3,2022
447,Enes Freedom,BOS,30,35,20,15,11.8,3.7,1.5,2.8,52.6,0.1,0.1,40.0,0.7,0.8,85.7,1.7,2.8,4.6,0.2,0.6,0.1,0.4,1.2,10.5,2,0,2.0,2022
448,Brad Wanamaker,WAS,32,23,10,13,13.9,3.6,1.2,3.3,36.4,0.2,0.7,23.5,1.0,1.1,92.0,0.3,1.4,1.7,2.4,1.0,0.3,0.3,2.0,9.9,0,0,-1.9,2022
449,Isaiah Joe,PHI,22,55,35,20,11.1,3.6,1.1,3.2,35.0,0.8,2.5,33.3,0.5,0.6,93.5,0.1,0.9,1.0,0.6,0.3,0.3,0.1,0.9,6.4,0,0,0.4,2022
450,Tomas Satoransky,WAS,30,55,21,34,16.5,3.6,1.3,3.5,37.7,0.2,1.0,20.8,0.8,1.0,79.6,0.5,1.8,2.3,3.3,0.8,0.5,0.1,1.3,12.4,1,0,-3.0,2022
451,Thanasis Antetokounmpo,MIL,29,48,26,22,9.9,3.6,1.5,2.7,54.7,0.0,0.3,14.3,0.6,1.0,63.0,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,8.0,0,0,-2.4,2022
452,Tony Snell,NOP,30,53,19,34,15.5,3.5,1.3,3.2,40.4,0.8,2.4,35.2,0.1,0.1,100,0.3,1.6,1.9,0.5,0.4,0.3,0.2,1.3,7.7,0,0,-2.2,2022
453,Jarrett Culver,MEM,23,37,28,9,9.1,3.5,1.4,3.6,37.8,0.3,1.3,25.5,0.4,0.9,47.1,0.4,0.9,1.3,0.9,0.5,0.5,0.1,1.1,7.9,0,0,-0.5,2022
454,Elijah Hughes,POR,24,36,15,21,12.1,3.5,1.3,4.0,32.6,0.7,2.6,26.3,0.2,0.3,77.8,0.2,1.4,1.6,0.6,0.5,0.4,0.2,1.1,7.7,0,0,-6.4,2022
455,Gorgui Dieng,ATL,32,44,23,21,8.4,3.5,1.2,2.5,47.3,0.7,1.5,42.6,0.4,0.6,73.1,0.7,2.0,2.8,0.8,0.5,0.3,0.3,1.2,9.1,0,0,-1.4,2022
456,Paul Millsap,PHI,37,33,22,11,11.4,3.5,1.4,3.5,39.1,0.2,1.1,22.9,0.5,0.7,70.8,1.2,2.2,3.5,0.9,0.6,0.3,0.4,2.0,10.5,0,0,-0.7,2022
457,Alfonzo McKinnie,CHI,29,17,8,9,12.1,3.5,1.4,3.6,39.3,0.5,1.6,33.3,0.1,0.5,25.0,0.8,1.2,1.9,0.3,0.4,0.1,0.2,1.5,6.7,0,0,-3.2,2022
458,Paul Watson,OKC,27,9,2,7,17.4,3.4,1.3,3.9,34.3,0.7,2.9,23.1,0.1,0.2,50.0,0.3,2.7,3.0,0.9,0.4,0.3,0.3,1.1,9.9,0,0,-6.2,2022
459,Nerlens Noel,NYK,28,25,10,15,22.5,3.4,1.3,2.4,53.3,0.0,0.1,0.0,0.8,1.2,70.0,1.9,3.7,5.6,0.9,0.8,1.2,1.2,2.7,18.1,0,0,-2.7,2022
460,Kent Bazemore,LAL,32,39,16,23,14.0,3.4,1.2,3.6,32.4,0.7,2.1,36.3,0.3,0.4,76.5,0.3,1.4,1.8,0.9,0.5,0.6,0.2,1.8,8.9,0,0,-3.0,2022
461,Tyler Cook,CHI,24,20,13,7,10.0,3.4,1.2,1.9,60.5,0.0,0.0,0.0,1.1,1.6,65.6,0.8,1.9,2.7,0.2,0.4,0.2,0.2,1.4,7.6,0,0,-1.4,2022
462,Tremont Waters,WAS,24,3,0,3,16.8,3.3,1.3,4.7,28.6,0.7,3.0,22.2,0.0,0.0,0.0,0.0,1.3,1.3,2.3,1.3,1.7,0.0,1.3,12.1,0,0,-6.3,2022
463,Killian Tillie,MEM,24,36,27,9,12.8,3.3,1.2,3.5,33.9,0.8,2.4,31.4,0.1,0.2,62.5,0.6,1.1,1.7,0.6,0.4,0.6,0.4,1.6,9.0,0,0,0.8,2022
464,Juancho Hernangomez,UTA,26,40,20,20,11.1,3.3,1.1,2.7,41.5,0.6,1.7,34.8,0.5,0.9,55.9,0.7,1.8,2.5,0.5,0.4,0.4,0.3,0.6,8.4,0,0,-0.1,2022
465,Semi Ojeleye,LAC,27,30,14,16,13.5,3.3,1.0,3.3,30.3,0.5,1.7,30.0,0.8,1.0,79.3,0.9,1.6,2.5,0.3,0.3,0.2,0.2,1.0,7.7,0,0,-4.8,2022
466,Sterling Brown,DAL,27,49,31,18,12.8,3.3,1.2,3.2,38.1,0.6,1.9,30.4,0.3,0.3,93.3,0.5,2.5,3.0,0.7,0.5,0.3,0.1,1.1,8.8,2,0,0.7,2022
467,Gabriel Lundberg,PHX,27,4,1,3,11.1,3.3,1.3,4.8,26.3,0.8,2.0,37.5,0.0,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.8,0.0,1.8,11.0,0,0,4.8,2022
468,Tim Frazier,CLE,31,12,1,11,17.3,3.3,1.2,3.8,31.1,0.5,1.4,35.3,0.4,0.8,55.6,0.4,1.2,1.6,2.8,1.3,0.3,0.1,2.3,9.2,0,0,-6.7,2022
469,Trent Forrest,UTA,24,60,36,24,12.8,3.3,1.3,2.6,49.0,0.1,0.5,18.5,0.6,0.8,79.2,0.4,1.3,1.7,1.8,0.8,0.5,0.1,0.7,8.9,0,0,1.3,2022
470,Daishen Nix,HOU,20,24,3,21,10.9,3.2,1.1,2.8,40.3,0.3,1.1,26.9,0.7,1.3,53.3,0.3,1.1,1.4,1.7,1.1,0.6,0.0,0.9,8.2,0,0,-1.9,2022
471,Dalano Banton,TOR,22,64,37,27,10.9,3.2,1.3,3.2,41.1,0.2,0.8,25.5,0.4,0.7,59.1,0.6,1.3,1.9,1.5,0.8,0.4,0.2,1.1,8.8,0,0,0.5,2022
472,Jahmi'us Ramsey,SAC,21,19,2,17,7.0,3.2,1.3,3.1,41.4,0.3,0.9,27.8,0.4,0.7,50.0,0.2,0.5,0.7,0.4,0.3,0.1,0.1,0.5,4.6,0,0,-1.1,2022
473,Rodney Hood,LAC,29,52,30,22,13.6,3.1,1.1,3.0,36.9,0.6,1.8,33.0,0.3,0.4,89.5,0.3,1.2,1.5,0.7,0.2,0.3,0.1,0.6,7.0,0,0,0.2,2022
474,Justin Robinson,DET,24,25,13,12,12.1,3.1,1.1,3.7,30.1,0.7,2.4,29.5,0.2,0.3,50.0,0.2,0.7,0.8,1.3,0.7,0.4,0.0,1.1,6.6,0,0,-4.9,2022
475,Kevin Knox II,ATL,22,30,18,12,7.4,3.1,1.0,2.8,36.5,0.5,1.8,27.8,0.5,0.7,72.7,0.5,1.0,1.5,0.3,0.2,0.1,0.1,0.6,5.7,0,0,-2.3,2022
476,Devontae Cacok,SAS,25,15,5,10,8.1,3.1,1.4,2.1,67.7,0.0,0.0,0.0,0.3,0.5,57.1,0.5,2.3,2.8,0.4,0.2,0.5,0.5,1.1,9.8,0,0,-0.1,2022
477,Keljin Blevins,POR,26,31,4,27,11.3,3.1,1.1,3.6,30.6,0.7,2.3,29.2,0.2,0.4,54.5,0.5,0.9,1.5,0.6,0.5,0.4,0.0,0.9,6.5,0,0,-6.7,2022
478,Paul Reed,PHI,23,38,21,17,8.0,3.1,1.4,2.5,56.3,0.1,0.2,25.0,0.2,0.4,42.9,1.2,1.3,2.4,0.4,0.3,0.9,0.4,1.5,10.0,0,0,-1.1,2022
479,Charles Bassey,PHI,21,23,11,12,7.3,3.0,1.3,2.0,63.8,0.0,0.2,0.0,0.4,0.5,75.0,1.0,1.7,2.7,0.3,0.3,0.2,0.7,1.4,9.2,1,0,-1.5,2022
480,Daniel Oturu,TOR,22,3,1,2,9.1,3.0,1.0,2.0,50.0,0.0,0.3,0.0,1.0,1.7,60.0,0.3,1.3,1.7,0.0,0.0,0.0,0.7,0.3,7.0,0,0,-8.0,2022
481,Elfrid Payton,PHX,28,50,39,11,11.0,3.0,1.3,3.5,38.3,0.1,0.4,22.2,0.2,0.6,37.5,0.4,1.3,1.8,2.0,0.9,0.5,0.1,0.8,9.0,0,0,-0.9,2022
482,Javonte Smart,MIA,23,17,11,6,11.8,3.0,1.1,3.5,31.7,0.5,1.6,29.6,0.3,0.4,83.3,0.3,1.1,1.4,0.9,0.6,0.4,0.2,0.7,7.0,0,0,-2.5,2022
483,Matt Ryan,BOS,25,1,1,0,5.3,3.0,1.0,5.0,20.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0,0,3.0,2022
484,Neemias Queta,SAC,22,15,4,11,8.0,3.0,1.1,2.5,44.7,0.0,0.0,0.0,0.7,1.1,64.7,0.9,1.1,2.1,0.4,0.4,0.1,0.5,1.2,7.5,0,0,-0.5,2022
485,Nick Richards,CHA,24,50,25,25,7.3,3.0,1.2,1.8,66.7,0.0,0.0,0.0,0.6,0.9,69.8,0.7,1.0,1.7,0.3,0.5,0.2,0.4,1.0,6.8,0,0,-2.2,2022
486,Paris Bass,PHX,26,2,2,0,3.7,3.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,1.0,100,1.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,5.9,0,0,1.0,2022
487,Trevon Scott,CLE,25,2,1,1,5.7,3.0,1.5,3.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,7.2,0,0,2.0,2022
488,Tony Bradley,CHI,24,55,28,27,10.0,3.0,1.3,2.2,58.5,0.0,0.0,0.0,0.3,0.5,65.5,1.2,2.2,3.4,0.5,0.6,0.2,0.6,1.1,9.5,0,0,1.3,2022
489,Bruno Fernando,HOU,23,30,15,15,5.1,2.9,1.2,1.8,65.5,0.0,0.1,50.0,0.5,0.8,62.5,0.6,1.2,1.8,0.2,0.5,0.0,0.4,0.8,6.2,2,0,-1.1,2022
490,Denzel Valentine,UTA,28,24,14,10,9.2,2.9,1.0,2.8,37.9,0.8,2.0,40.4,0.0,0.0,0.0,0.4,1.4,1.8,0.5,0.5,0.3,0.0,0.8,6.2,0,0,-1.1,2022
491,Skylar Mays,ATL,24,28,17,11,7.9,2.9,1.1,2.3,50.0,0.3,0.9,32.0,0.3,0.3,88.9,0.2,0.7,0.9,0.6,0.4,0.3,0.0,0.3,5.2,1,0,-1.9,2022
492,Vernon Carey Jr.,WAS,21,7,3,4,6.3,2.9,1.0,1.9,53.8,0.0,0.0,0.0,0.9,1.9,46.2,1.1,0.6,1.7,0.0,0.4,0.3,0.1,0.6,5.8,0,0,-6.3,2022
493,Tyler Johnson,SAS,30,6,2,4,15.2,2.8,1.0,3.3,30.0,0.8,2.2,38.5,0.0,0.0,0.0,0.5,1.5,2.0,1.2,0.3,0.5,0.5,1.2,9.7,0,0,-1.0,2022
494,Tyrone Wallace,NOP,28,6,4,2,12.5,2.8,1.2,3.3,35.0,0.3,1.3,25.0,0.2,0.8,20.0,0.0,1.3,1.3,0.2,0.3,0.5,0.2,1.2,6.4,0,0,-3.0,2022
495,Aleem Ford,ORL,24,5,2,3,14.7,2.8,1.2,4.0,30.0,0.4,3.0,13.3,0.0,0.0,0.0,0.4,2.6,3.0,0.4,0.8,0.2,0.0,1.4,6.8,0,0,-7.0,2022
496,Quinndary Weatherspoon,GSW,25,11,8,3,6.7,2.7,1.1,1.9,57.1,0.1,0.5,20.0,0.5,0.5,100,0.2,1.1,1.3,0.5,0.3,0.1,0.1,1.4,5.2,0,0,-0.9,2022
497,Jay Scrubb,LAC,21,18,8,10,6.7,2.7,1.0,2.6,39.1,0.3,1.2,28.6,0.4,0.6,70.0,0.1,0.8,0.9,0.4,0.4,0.2,0.2,0.5,5.2,0,0,0.9,2022
498,Josh Okogie,MIN,23,49,23,26,10.5,2.7,0.9,2.1,40.4,0.3,1.0,29.8,0.7,1.0,68.6,0.6,0.8,1.4,0.5,0.5,0.5,0.2,1.1,7.1,0,0,0.8,2022
499,Gary Clark,NOP,27,38,20,18,10.0,2.7,0.9,2.3,37.5,0.7,1.8,40.0,0.2,0.3,70.0,0.6,1.8,2.4,0.5,0.3,0.3,0.2,0.5,7.5,0,0,-0.5,2022
500,Devon Dotson,CHI,22,11,5,6,7.7,2.6,1.0,2.1,47.8,0.2,0.8,22.2,0.5,0.8,55.6,0.1,0.7,0.8,1.4,0.5,0.1,0.0,1.0,5.5,0,0,-0.2,2022
501,Chris Silva,MIA,25,10,7,3,9.1,2.6,0.8,1.5,53.3,0.0,0.0,0.0,1.0,1.2,83.3,1.3,2.3,3.6,0.7,0.8,0.0,0.1,2.0,7.5,0,0,-2.9,2022
502,Gabriel Deck,OKC,27,7,2,5,7.9,2.6,1.1,2.0,57.1,0.3,0.6,50.0,0.0,0.0,0.0,0.1,0.7,0.9,0.7,0.3,0.1,0.0,0.3,4.8,0,0,-2.0,2022
503,Theo Pinson,DAL,26,19,14,5,7.8,2.5,0.7,2.1,35.9,0.5,1.6,33.3,0.5,0.5,100,0.1,1.0,1.1,0.9,0.3,0.3,0.1,0.6,6.0,0,0,-2.2,2022
504,Juwan Morgan,BOS,25,2,1,1,15.5,2.5,1.0,1.5,66.7,0.5,1.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,5.7,0,0,-8.5,2022
505,Sam Hauser,BOS,24,26,20,6,6.1,2.5,0.9,1.9,46.0,0.7,1.7,43.2,0.0,0.0,0.0,0.2,0.9,1.1,0.4,0.1,0.0,0.1,0.3,4.7,0,0,0.0,2022
506,Udonis Haslem,MIA,42,13,10,3,6.4,2.5,1.1,2.4,45.2,0.1,0.3,25.0,0.2,0.2,100,0.3,1.6,1.9,0.3,0.4,0.1,0.1,1.2,5.3,0,0,-1.2,2022
507,Abdel Nader,PHX,28,14,11,3,10.4,2.4,0.9,2.5,34.3,0.3,1.0,28.6,0.4,0.7,60.0,0.3,1.6,1.9,0.5,0.8,0.6,0.3,1.4,7.3,0,0,-0.1,2022
508,Ish Wainright,PHX,27,45,36,9,8.0,2.4,0.9,2.3,39.4,0.4,1.3,32.2,0.2,0.3,58.3,0.6,0.6,1.2,0.3,0.3,0.4,0.1,1.1,5.8,0,0,0.9,2022
509,Jake Layman,MIN,28,34,20,14,6.8,2.4,0.9,2.1,41.1,0.2,1.0,22.9,0.4,0.5,72.2,0.2,0.9,1.1,0.3,0.3,0.2,0.1,0.4,4.8,0,0,-0.3,2022
