,PLAYER,TEAM,AGE,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,HEIGHT,WEIGHT,POSITION
JeremiahRobinson-Earl|2022,JeremiahRobinson-Earl,OKC,21,49,7.5,2.7,6.6,41.4,1.2,3.4,35.2,0.8,1.1,74.1,1.5,4.1,5.6,1.0,0.8,0.6,0.3,1.5,3,0,203.2,242,C
AlexCaruso|2022,AlexCaruso,CHI,28,41,7.4,2.5,6.2,39.8,1.0,3.1,33.3,1.4,1.8,79.5,0.8,2.8,3.6,4.0,1.4,1.7,0.4,2.6,1,0,195.57999999999998,186,SG
AlexCaruso|2021,AlexCaruso,LAL,27,58,6.4,2.3,5.3,43.6,0.9,2.4,40.1,0.8,1.3,64.5,0.5,2.4,2.9,2.8,1.3,1.1,0.3,1.9,0,0,195.57999999999998,186,SG
AlexCaruso|2020,AlexCaruso,LAL,26,64,5.5,1.9,4.5,41.2,0.6,1.9,33.3,1.1,1.5,73.4,0.3,1.7,1.9,1.9,0.8,1.1,0.3,1.5,0,0,195.57999999999998,186,SG
DamionLee|2022,DamionLee,GSW,29,63,7.4,2.7,6.1,44.1,1.0,3.0,33.7,1.0,1.2,88.0,0.4,2.8,3.2,1.0,0.6,0.6,0.1,1.5,0,0,195.57999999999998,210,SG
DamionLee|2021,DamionLee,GSW,28,57,6.5,2.2,4.8,46.7,1.4,3.4,39.7,0.7,0.8,90.9,0.4,2.8,3.2,1.3,0.5,0.7,0.1,1.6,0,0,195.57999999999998,210,SG
DamionLee|2020,DamionLee,GSW,27,49,12.7,4.3,10.4,41.7,1.7,4.9,35.6,2.2,2.6,87.3,0.7,4.2,4.9,2.7,1.4,1.0,0.1,2.4,3,0,195.57999999999998,210,SG
KenrichWilliams|2022,KenrichWilliams,OKC,27,49,7.4,3.0,6.5,46.1,0.8,2.5,33.9,0.6,1.1,54.5,1.5,3.0,4.5,2.2,0.9,0.9,0.2,1.7,0,0,198.12,210,SF
KenrichWilliams|2021,KenrichWilliams,OKC,26,66,8.0,3.3,6.2,53.3,0.8,1.8,44.4,0.5,1.0,57.1,1.3,2.9,4.1,2.3,1.2,0.8,0.3,2.2,0,0,198.12,210,SF
KenrichWilliams|2020,KenrichWilliams,NOP,25,39,3.5,1.3,3.8,34.7,0.6,2.5,25.8,0.2,0.7,34.6,1.3,3.5,4.8,1.5,0.6,0.7,0.5,2.3,0,0,198.12,210,SF
RoyceO'Neale|2022,RoyceO'Neale,UTA,29,77,7.4,2.6,5.8,45.7,1.5,4.0,38.9,0.6,0.7,80.4,0.8,3.9,4.8,2.5,1.0,1.1,0.4,2.4,3,0,195.57999999999998,226,SF
RoyceO'Neale|2021,RoyceO'Neale,UTA,28,71,7.0,2.5,5.5,44.4,1.5,3.9,38.5,0.5,0.6,84.8,1.2,5.6,6.8,2.5,1.2,0.8,0.5,2.6,3,0,195.57999999999998,226,SF
RoyceO'Neale|2020,RoyceO'Neale,UTA,27,71,6.3,2.2,5.1,43.3,1.3,3.4,37.7,0.6,0.8,76.4,0.4,5.1,5.5,2.5,0.9,0.8,0.5,2.8,2,0,195.57999999999998,226,SF
JeremyLamb|2022,JeremyLamb,SAC,30,56,7.3,2.4,6.2,38.3,1.0,3.0,32.4,1.6,1.9,84.0,0.5,2.3,2.8,1.4,0.7,0.6,0.4,1.1,0,0,195.57999999999998,180,SF
JeremyLamb|2021,JeremyLamb,IND,29,36,10.1,3.3,7.7,43.5,1.4,3.6,40.6,2.0,2.1,94.7,0.7,2.9,3.6,1.5,0.6,0.9,0.6,2.0,0,0,195.57999999999998,180,SF
JeremyLamb|2020,JeremyLamb,IND,28,46,12.5,4.7,10.4,45.1,1.2,3.4,33.5,2.0,2.4,83.6,0.5,3.8,4.3,2.1,1.1,1.2,0.5,2.3,2,0,195.57999999999998,180,SF
AustinReaves|2022,AustinReaves,LAL,24,61,7.3,2.4,5.2,45.9,0.9,2.7,31.7,1.6,1.9,83.9,0.7,2.4,3.2,1.8,0.7,0.5,0.3,1.4,1,1,195.57999999999998,197,SG
TaureanPrince|2022,TaureanPrince,MIN,28,69,7.3,2.6,5.7,45.4,1.2,3.3,37.6,0.9,1.2,75.6,0.4,2.1,2.5,1.0,0.8,0.7,0.3,1.7,0,0,198.12,218,PF
TaureanPrince|2021,TaureanPrince,CLE,27,41,9.5,3.2,8.0,40.1,1.5,3.8,40.0,1.6,1.9,85.5,0.5,3.0,3.5,1.9,1.1,0.7,0.6,1.8,0,0,198.12,218,PF
TaureanPrince|2020,TaureanPrince,BKN,26,64,12.1,4.3,11.5,37.6,2.3,6.7,33.9,1.1,1.4,79.8,0.8,5.2,6.0,1.8,2.0,0.9,0.4,2.5,8,0,198.12,218,PF
JoeIngles|2022,JoeIngles,POR,34,45,7.2,2.6,6.3,40.4,1.7,5.0,34.7,0.4,0.5,77.3,0.3,2.6,2.9,3.5,1.0,0.5,0.1,1.8,0,0,203.2,220,SF
JoeIngles|2021,JoeIngles,UTA,33,67,12.1,4.1,8.4,48.9,2.7,6.1,45.1,1.1,1.3,84.4,0.4,3.2,3.6,4.7,1.7,0.7,0.2,1.8,2,0,203.2,220,SF
JoeIngles|2020,JoeIngles,UTA,32,72,9.8,3.4,7.7,44.5,2.0,4.9,39.9,1.0,1.3,78.7,0.4,3.5,3.9,5.2,2.0,0.9,0.2,2.1,3,0,203.2,220,SF
KeonJohnson|2022,KeonJohnson,POR,20,37,7.2,2.6,7.4,35.3,0.9,2.7,34.0,1.1,1.4,80.4,0.6,1.5,2.2,2.1,1.2,0.8,0.3,1.9,0,0,193.04,185,SG
JavonteGreen|2022,JavonteGreen,CHI,28,65,7.2,2.7,5.0,54.2,0.6,1.6,35.6,1.2,1.5,83.3,1.4,2.8,4.2,0.9,0.5,1.0,0.5,2.0,0,0,195.57999999999998,205,SF
JavonteGreen|2021,JavonteGreen,CHI,27,41,3.6,1.3,2.5,52.0,0.2,0.7,33.3,0.7,1.0,75.0,0.6,1.1,1.7,0.4,0.5,0.7,0.1,1.1,0,0,195.57999999999998,205,SF
JavonteGreen|2020,JavonteGreen,BOS,26,48,3.4,1.3,2.6,50.0,0.2,0.7,27.3,0.6,0.9,66.7,0.5,1.4,1.9,0.5,0.5,0.5,0.2,0.9,0,0,195.57999999999998,205,SF
TyJerome|2022,TyJerome,OKC,24,48,7.1,2.6,6.8,37.8,1.1,3.9,29.0,0.8,1.0,80.9,0.4,1.2,1.6,2.3,0.8,0.6,0.1,1.5,0,0,195.57999999999998,195,SG
TyJerome|2021,TyJerome,OKC,23,33,10.7,3.9,8.7,44.6,2.2,5.1,42.3,0.8,1.0,76.5,0.3,2.5,2.8,3.6,1.4,0.6,0.2,1.8,0,0,195.57999999999998,195,SG
TyJerome|2020,TyJerome,PHX,22,31,3.3,1.2,3.6,33.6,0.5,1.6,28.0,0.4,0.5,75.0,0.2,1.3,1.5,1.4,0.6,0.5,0.1,0.9,0,0,195.57999999999998,195,SG
TheoMaledon|2022,TheoMaledon,OKC,21,51,7.1,2.3,6.2,37.5,0.9,2.9,29.3,1.5,2.0,79.0,0.4,2.2,2.6,2.2,1.3,0.6,0.2,1.3,1,0,193.04,175,PG
TheoMaledon|2021,TheoMaledon,OKC,20,65,10.1,3.5,9.4,36.8,1.6,4.8,33.5,1.6,2.1,74.8,0.4,2.9,3.2,3.5,2.2,0.9,0.2,1.9,1,0,193.04,175,PG
GaryPaytonII|2022,GaryPaytonII,GSW,29,71,7.1,3.0,4.8,61.6,0.6,1.7,35.8,0.5,0.8,60.3,1.0,2.5,3.5,0.9,0.6,1.4,0.3,1.8,1,0,190.5,195,PG
RobinLopez|2022,RobinLopez,ORL,34,36,7.1,3.1,5.5,55.3,0.1,0.2,33.3,0.9,1.5,59.3,1.9,1.6,3.5,1.5,1.2,0.1,0.5,1.9,3,0,213.36,281,C
RobinLopez|2021,RobinLopez,WAS,33,71,9.0,3.8,6.0,63.3,0.1,0.3,27.8,1.4,1.9,72.3,2.0,1.8,3.8,0.8,1.1,0.2,0.6,1.5,3,0,213.36,281,C
RobinLopez|2020,RobinLopez,MIL,32,66,5.4,2.2,4.5,49.2,0.5,1.6,33.3,0.4,0.8,52.8,0.8,1.6,2.4,0.7,1.0,0.2,0.7,1.5,0,0,213.36,281,C
GogaBitadze|2022,GogaBitadze,IND,22,50,7.0,2.6,5.0,52.0,0.5,1.6,28.8,1.3,1.9,68.1,1.6,2.0,3.5,1.1,0.9,0.4,0.8,2.1,2,0,213.36,250,C
GogaBitadze|2021,GogaBitadze,IND,21,45,5.1,1.8,4.3,42.8,0.4,1.8,25.3,1.0,1.4,73.8,1.3,2.0,3.3,0.8,0.4,0.2,1.3,2.1,0,0,213.36,250,C
GogaBitadze|2020,GogaBitadze,IND,20,54,3.2,1.3,2.8,46.7,0.1,0.8,19.0,0.4,0.6,72.7,0.5,1.5,2.0,0.4,0.5,0.2,0.7,1.2,1,0,213.36,250,C
LarryNanceJr.|2022,LarryNanceJr.,NOP,29,46,7.0,2.8,5.4,52.2,0.5,1.5,32.9,0.9,1.2,70.2,1.6,3.8,5.4,1.8,0.8,0.9,0.4,1.8,0,0,200.66,245,PF
LarryNanceJr.|2021,LarryNanceJr.,CLE,28,35,9.3,3.7,7.8,47.1,1.2,3.3,36.0,0.9,1.4,61.2,1.5,5.2,6.7,3.1,1.6,1.7,0.5,2.1,5,0,200.66,245,PF
LarryNanceJr.|2020,LarryNanceJr.,CLE,27,56,10.1,4.1,7.7,53.1,1.0,2.8,35.2,0.9,1.3,67.6,1.9,5.4,7.3,2.2,1.1,1.0,0.4,1.6,12,0,200.66,245,PF
MaxiKleber|2022,MaxiKleber,DAL,30,59,7.0,2.4,6.0,39.8,1.4,4.3,32.5,0.8,1.1,70.8,1.2,4.7,5.9,1.2,0.8,0.5,1.0,2.3,2,0,208.28,240,PF
MaxiKleber|2021,MaxiKleber,DAL,29,50,7.1,2.3,5.5,42.2,1.7,4.2,41.0,0.7,0.7,91.9,0.9,4.3,5.2,1.4,0.6,0.5,0.7,2.1,0,0,208.28,240,PF
MaxiKleber|2020,MaxiKleber,DAL,28,74,9.1,3.2,6.9,46.1,1.6,4.3,37.3,1.1,1.3,84.9,1.5,3.7,5.2,1.2,0.8,0.3,1.1,2.4,2,0,208.28,240,PF
StevenAdams|2022,StevenAdams,MEM,28,76,6.9,2.8,5.1,54.7,0.0,0.0,0.0,1.4,2.6,54.3,4.6,5.4,10.0,3.4,1.5,0.9,0.8,2.0,14,0,210.82,265,C
StevenAdams|2021,StevenAdams,NOP,27,58,7.6,3.3,5.3,61.4,0.0,0.1,0.0,1.0,2.3,44.4,3.7,5.2,8.9,1.9,1.3,0.9,0.7,1.9,13,1,210.82,265,C
StevenAdams|2020,StevenAdams,OKC,26,63,10.9,4.5,7.6,59.2,0.0,0.0,33.3,1.9,3.2,58.2,3.3,6.0,9.3,2.3,1.5,0.8,1.1,1.9,22,0,210.82,265,C
JarredVanderbilt|2022,JarredVanderbilt,MIN,23,74,6.9,2.9,4.9,58.7,0.0,0.2,14.3,1.2,1.8,65.6,2.9,5.5,8.4,1.3,1.0,1.3,0.6,2.4,8,0,205.74,214,PF
JarredVanderbilt|2021,JarredVanderbilt,MIN,22,64,5.4,2.2,3.7,60.6,0.0,0.1,20.0,0.9,1.6,55.9,1.8,3.9,5.8,1.2,0.8,1.0,0.7,1.9,3,0,205.74,214,PF
KillianHayes|2022,KillianHayes,DET,20,66,6.9,2.7,7.0,38.3,0.7,2.5,26.3,0.9,1.1,77.0,0.5,2.6,3.2,4.2,1.7,1.2,0.5,2.8,2,0,195.57999999999998,195,PG
SergeIbaka|2022,SergeIbaka,MIL,32,54,6.8,2.7,5.5,50.0,0.7,1.8,37.4,0.6,0.8,72.7,1.1,3.5,4.6,0.9,0.8,0.2,0.6,1.9,3,0,208.28,235,C
SergeIbaka|2021,SergeIbaka,LAC,31,41,11.1,4.5,8.9,51.0,1.0,2.8,33.9,1.0,1.3,81.1,1.8,4.9,6.7,1.8,1.1,0.2,1.1,1.9,5,0,208.28,235,C
SergeIbaka|2020,SergeIbaka,TOR,30,55,15.4,6.2,12.2,51.2,1.3,3.3,38.5,1.6,2.3,71.8,2.1,6.1,8.2,1.4,2.0,0.5,0.8,2.8,20,0,208.28,235,C
BrandonBostonJr.|2022,BrandonBostonJr.,LAC,20,51,6.7,2.5,6.4,38.5,0.7,2.2,30.6,1.2,1.4,81.9,0.3,1.8,2.2,1.0,0.6,0.5,0.3,0.8,0,0,198.12,188,SG
WayneEllington|2022,WayneEllington,LAL,34,43,6.7,2.3,5.5,41.4,1.9,4.9,38.9,0.2,0.3,81.8,0.2,1.6,1.8,0.7,0.4,0.5,0.1,1.0,0,0,193.04,207,SG
WayneEllington|2021,WayneEllington,DET,33,46,9.6,3.2,7.3,44.1,2.5,6.0,42.2,0.6,0.8,80.0,0.3,1.6,1.8,1.5,0.7,0.4,0.2,1.3,0,0,193.04,207,SG
WayneEllington|2020,WayneEllington,NYK,32,36,5.1,1.7,4.8,35.1,1.4,4.0,35.0,0.3,0.4,84.6,0.1,1.7,1.8,1.2,0.5,0.4,0.1,1.1,0,0,193.04,207,SG
StanleyJohnson|2022,StanleyJohnson,LAL,26,48,6.7,2.4,5.2,46.6,0.7,2.2,31.4,1.1,1.5,71.6,0.7,2.5,3.2,1.7,0.7,0.9,0.3,2.3,0,0,198.12,242,PF
StanleyJohnson|2021,StanleyJohnson,TOR,25,61,4.4,1.5,3.8,38.2,0.7,2.2,32.8,0.7,0.9,80.0,0.5,2.0,2.5,1.5,0.9,0.9,0.3,1.9,2,0,198.12,242,PF
TorreyCraig|2022,TorreyCraig,PHX,31,78,6.6,2.6,5.7,45.4,1.0,3.0,32.9,0.5,0.7,75.0,1.1,2.9,4.0,1.2,0.9,0.6,0.5,1.9,3,0,200.66,221,SF
TorreyCraig|2021,TorreyCraig,PHX,30,50,5.5,2.2,4.5,48.0,0.8,2.1,36.8,0.3,0.4,77.3,1.1,2.8,3.9,1.0,0.5,0.6,0.5,1.7,2,0,200.66,221,SF
TorreyCraig|2020,TorreyCraig,DEN,29,58,5.4,2.1,4.6,46.1,0.8,2.4,32.6,0.4,0.6,61.1,1.1,2.2,3.3,0.8,0.4,0.4,0.6,2.3,2,0,200.66,221,SF
ZekeNnaji|2022,ZekeNnaji,DEN,21,41,6.6,2.3,4.5,51.6,0.9,2.0,46.3,1.0,1.6,63.1,1.4,2.2,3.6,0.4,0.6,0.4,0.3,1.9,0,0,205.74,240,PF
ZekeNnaji|2021,ZekeNnaji,DEN,20,42,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80.0,0.3,1.2,1.5,0.2,0.2,0.2,0.1,0.7,0,0,205.74,240,PF
MasonPlumlee|2022,MasonPlumlee,CHA,32,73,6.5,2.8,4.4,64.1,0.0,0.0,0.0,0.9,2.3,39.2,2.4,5.3,7.7,3.1,1.4,0.8,0.7,3.1,7,0,210.82,254,C
MasonPlumlee|2021,MasonPlumlee,DET,31,56,10.4,4.2,6.8,61.4,0.0,0.1,0.0,2.0,3.0,66.9,2.6,6.7,9.3,3.6,1.9,0.8,0.9,3.3,16,2,210.82,254,C
MasonPlumlee|2020,MasonPlumlee,DEN,30,61,7.2,2.9,4.7,61.5,0.0,0.1,0.0,1.4,2.5,53.5,1.6,3.6,5.2,2.5,1.3,0.5,0.6,2.3,2,0,210.82,254,C
JaMychalGreen|2022,JaMychalGreen,DEN,32,67,6.4,2.4,4.9,48.6,0.5,1.9,26.6,1.2,1.4,87.1,1.2,3.0,4.2,0.9,0.9,0.6,0.4,2.4,1,0,203.2,227,PF
JaMychalGreen|2021,JaMychalGreen,DEN,31,58,8.1,3.0,6.4,46.3,1.4,3.4,39.9,0.8,1.0,80.7,1.5,3.3,4.8,0.9,0.9,0.4,0.4,2.5,1,0,203.2,227,PF
JaMychalGreen|2020,JaMychalGreen,LAC,30,63,6.8,2.4,5.6,42.9,1.5,3.8,38.7,0.6,0.8,75.0,1.2,4.9,6.2,0.8,0.9,0.5,0.4,2.8,7,0,203.2,227,PF
JoshJackson|2022,JoshJackson,SAC,25,51,6.4,2.4,5.9,40.0,0.6,2.5,25.4,1.1,1.5,71.4,0.4,2.4,2.8,1.1,0.9,0.5,0.4,1.7,0,0,203.2,207,SF
JoshJackson|2021,JoshJackson,DET,24,62,13.4,4.8,11.4,41.9,1.2,4.1,30.0,2.6,3.5,72.9,0.9,3.2,4.1,2.3,2.3,0.9,0.8,2.9,2,0,203.2,207,SF
BlakeGriffin|2022,BlakeGriffin,BKN,33,56,6.4,2.4,5.6,42.5,0.7,2.6,26.2,1.0,1.4,72.4,1.1,3.0,4.1,1.9,0.6,0.5,0.3,1.7,1,0,205.74,250,PF
BlakeGriffin|2021,BlakeGriffin,BKN,32,46,11.0,3.8,8.9,42.3,1.5,4.5,34.1,1.9,2.5,74.4,0.8,4.1,4.9,3.0,1.3,0.7,0.3,2.4,2,0,205.74,250,PF
AveryBradley|2022,AveryBradley,LAL,31,62,6.4,2.4,5.6,42.3,1.3,3.4,39.0,0.3,0.3,88.9,0.5,1.7,2.2,0.8,0.6,0.9,0.1,1.9,0,0,190.5,180,SG
AveryBradley|2020,AveryBradley,LAL,29,49,8.6,3.5,7.8,44.4,1.3,3.5,36.4,0.4,0.5,83.3,0.4,2.0,2.3,1.3,1.0,0.9,0.1,2.2,0,0,190.5,180,SG
AaronHoliday|2022,AaronHoliday,PHX,25,63,6.3,2.4,5.4,44.7,0.6,1.6,37.9,0.9,1.1,86.8,0.4,1.6,1.9,2.4,1.1,0.7,0.1,1.5,0,0,182.88,185,PG
AaronHoliday|2021,AaronHoliday,IND,24,66,7.2,2.6,6.6,39.0,1.0,2.8,36.8,1.0,1.3,81.9,0.2,1.1,1.3,1.9,1.0,0.7,0.2,1.4,1,0,182.88,185,PG
AaronHoliday|2020,AaronHoliday,IND,23,66,9.5,3.5,8.5,41.4,1.3,3.3,39.4,1.1,1.3,85.1,0.3,2.0,2.4,3.4,1.3,0.8,0.2,1.8,3,0,182.88,185,PG
LouWilliams|2022,LouWilliams,ATL,35,56,6.3,2.2,5.7,39.1,0.7,1.8,36.3,1.2,1.4,85.9,0.3,1.3,1.6,1.9,0.8,0.5,0.1,0.9,0,0,187.96,175,PG
LouWilliams|2021,LouWilliams,ATL,34,66,11.3,4.0,9.8,41.0,1.0,2.6,39.9,2.3,2.6,86.7,0.3,1.8,2.1,3.4,1.6,0.7,0.1,0.9,2,0,187.96,175,PG
LouWilliams|2020,LouWilliams,LAC,33,65,18.2,6.0,14.4,41.8,1.7,4.8,35.2,4.5,5.2,86.1,0.5,2.6,3.1,5.6,2.8,0.7,0.2,1.2,2,0,187.96,175,PG
IshSmith|2022,IshSmith,WAS,33,65,6.3,2.8,6.6,43.0,0.4,1.0,37.3,0.2,0.4,62.5,0.4,1.8,2.2,3.8,1.2,0.7,0.4,1.2,1,0,182.88,175,PG
IshSmith|2021,IshSmith,WAS,32,44,6.7,2.9,6.8,43.4,0.4,1.1,36.7,0.4,0.8,57.6,0.5,2.9,3.4,3.9,0.9,0.7,0.3,1.4,0,0,182.88,175,PG
IshSmith|2020,IshSmith,WAS,31,68,10.9,4.5,10.1,44.7,0.9,2.5,36.7,0.9,1.3,72.1,0.4,2.8,3.2,4.9,1.4,0.9,0.4,1.6,1,0,182.88,175,PG
DewayneDedmon|2022,DewayneDedmon,MIA,32,67,6.3,2.4,4.3,56.6,0.3,0.7,40.4,1.1,1.5,75.0,1.6,4.2,5.8,0.7,1.0,0.4,0.6,2.6,3,0,213.36,245,C
DewayneDedmon|2020,DewayneDedmon,ATL,30,44,5.8,2.3,5.8,40.0,0.5,2.4,20.6,0.7,0.8,83.3,1.4,4.3,5.7,0.5,1.3,0.6,0.9,3.0,3,0,213.36,245,C
VitKrejci|2022,VitKrejci,OKC,22,30,6.2,2.3,5.6,40.7,1.1,3.3,32.7,0.6,0.7,86.4,0.6,2.8,3.4,1.9,1.0,0.6,0.3,2.2,1,0,203.2,195,SG
PaytonPritchard|2022,PaytonPritchard,BOS,24,71,6.2,2.3,5.3,42.9,1.4,3.5,41.2,0.3,0.3,100.0,0.5,1.4,1.9,2.0,0.6,0.4,0.1,0.9,0,0,185.42,195,SG
PaytonPritchard|2021,PaytonPritchard,BOS,23,66,7.7,2.8,6.3,44.0,1.5,3.8,41.1,0.6,0.7,88.9,0.5,1.9,2.4,1.8,0.8,0.6,0.1,1.6,0,0,185.42,195,SG
DwightHoward|2022,DwightHoward,LAL,36,60,6.2,2.2,3.7,61.2,0.1,0.3,53.3,1.6,2.4,65.8,2.0,4.0,5.9,0.6,0.8,0.6,0.6,1.9,5,0,208.28,265,C
DwightHoward|2021,DwightHoward,PHI,35,69,7.0,2.6,4.4,58.7,0.1,0.3,25.0,1.8,3.0,57.6,2.8,5.7,8.4,0.9,1.6,0.4,0.9,2.9,12,0,208.28,265,C
DwightHoward|2020,DwightHoward,LAL,34,69,7.5,2.9,4.0,72.9,0.0,0.1,60.0,1.6,3.1,51.4,2.5,4.9,7.3,0.7,1.2,0.4,1.1,3.2,9,0,208.28,265,C
ThaddeusYoung|2022,ThaddeusYoung,TOR,34,52,6.2,2.7,5.2,51.8,0.3,0.9,35.4,0.4,0.9,46.9,1.5,2.5,4.0,2.0,1.0,1.0,0.3,1.6,0,0,203.2,235,PF
ThaddeusYoung|2021,ThaddeusYoung,CHI,33,68,12.1,5.4,9.7,55.9,0.2,0.7,26.7,1.0,1.7,62.8,2.5,3.8,6.2,4.3,2.0,1.1,0.6,2.2,7,0,203.2,235,PF
ThaddeusYoung|2020,ThaddeusYoung,CHI,32,64,10.3,4.2,9.4,44.8,1.2,3.5,35.6,0.7,1.1,58.3,1.5,3.5,4.9,1.8,1.6,1.4,0.4,2.1,2,0,203.2,235,PF
Day'RonSharpe|2022,Day'RonSharpe,BKN,20,32,6.2,2.7,4.7,57.7,0.1,0.2,28.6,0.8,1.3,58.5,2.5,2.5,5.0,0.5,0.9,0.3,0.5,1.9,2,0,205.74,265,PF
GeorgeHill|2022,GeorgeHill,MIL,36,54,6.2,2.2,5.1,42.9,0.8,2.5,30.6,1.1,1.1,91.9,0.7,2.2,2.9,2.2,0.8,0.8,0.1,1.3,0,0,193.04,188,SG
GeorgeHill|2021,GeorgeHill,PHI,35,30,8.7,3.2,6.6,48.2,1.0,2.7,38.8,1.3,1.7,80.0,0.5,1.5,2.0,2.4,1.0,0.8,0.2,1.0,0,0,193.04,188,SG
GeorgeHill|2020,GeorgeHill,MIL,34,59,9.4,3.3,6.4,51.6,1.4,3.0,46.0,1.4,1.7,84.2,0.8,2.2,3.0,3.1,1.0,0.8,0.1,1.4,0,0,193.04,188,SG
JalenMcDaniels|2022,JalenMcDaniels,CHA,24,55,6.2,2.2,4.6,48.4,0.7,2.0,38.0,1.0,1.3,73.6,0.7,2.4,3.1,1.1,0.7,0.5,0.4,1.7,1,0,205.74,205,SF
JalenMcDaniels|2021,JalenMcDaniels,CHA,23,47,7.4,2.8,6.0,46.8,0.7,2.2,33.3,1.0,1.4,70.3,1.0,2.6,3.6,1.1,1.0,0.6,0.4,2.0,2,0,205.74,205,SF
JoseAlvarado|2022,JoseAlvarado,NOP,24,54,6.1,2.4,5.4,44.6,0.6,2.0,29.1,0.7,1.0,67.9,0.5,1.4,1.9,2.8,0.7,1.3,0.1,1.4,1,0,182.88,179,PG
NemanjaBjelica|2022,NemanjaBjelica,GSW,34,71,6.1,2.3,4.8,46.8,0.8,2.1,36.2,0.8,1.1,72.8,0.9,3.3,4.1,2.2,1.2,0.6,0.4,1.8,3,0,205.74,234,C
NemanjaBjelica|2021,NemanjaBjelica,MIA,33,37,6.5,2.4,5.3,45.4,0.7,2.3,31.8,1.0,1.4,72.5,0.8,2.6,3.4,1.9,0.9,0.4,0.1,1.8,0,0,205.74,234,C
NemanjaBjelica|2020,NemanjaBjelica,SAC,32,72,11.5,4.4,9.1,48.1,1.9,4.4,41.9,1.0,1.2,82.1,1.5,4.8,6.4,2.8,1.4,0.9,0.6,3.0,10,0,205.74,234,C
LamarStevens|2022,LamarStevens,CLE,24,63,6.1,2.5,5.1,48.9,0.3,1.0,27.7,0.8,1.2,70.7,0.7,1.9,2.6,0.7,0.7,0.5,0.3,1.7,0,0,198.12,230,PF
LamarStevens|2021,LamarStevens,CLE,23,40,4.1,1.6,3.4,45.6,0.1,0.6,16.0,0.9,1.3,72.5,0.6,1.8,2.4,0.6,0.6,0.4,0.3,1.3,1,0,198.12,230,PF
TristanThompson|2022,TristanThompson,CHI,31,57,6.0,2.5,4.7,52.8,0.0,0.1,33.3,1.1,2.0,52.6,2.1,2.9,5.1,0.6,0.8,0.4,0.4,1.7,1,0,205.74,254,PF
TristanThompson|2021,TristanThompson,BOS,30,54,7.6,3.1,6.0,51.8,0.0,0.1,0.0,1.3,2.2,59.2,3.1,5.0,8.1,1.2,1.1,0.4,0.6,2.2,5,0,205.74,254,PF
TristanThompson|2020,TristanThompson,CLE,29,57,12.0,5.1,9.9,51.2,0.2,0.4,39.1,1.7,2.8,61.5,4.0,6.2,10.1,2.1,1.8,0.6,0.9,2.2,25,0,205.74,254,PF
AlexLen|2022,AlexLen,SAC,29,39,6.0,2.4,4.5,53.4,0.2,0.5,28.6,1.1,1.6,65.1,1.3,2.8,4.1,1.2,1.1,0.3,0.6,2.6,2,0,213.36,250,C
AlexLen|2021,AlexLen,WAS,28,64,6.6,2.7,4.3,61.5,0.1,0.4,32.0,1.1,1.8,62.9,1.2,2.8,4.1,0.8,0.9,0.3,1.0,2.0,2,0,213.36,250,C
AlexLen|2020,AlexLen,SAC,27,55,8.0,3.2,5.8,55.5,0.3,1.1,27.1,1.2,1.9,64.8,1.8,4.0,5.8,0.9,1.0,0.4,0.9,2.3,8,0,213.36,250,C
AustinRivers|2022,AustinRivers,DEN,29,67,6.0,2.2,5.2,41.7,1.2,3.4,34.2,0.5,0.7,72.7,0.3,1.4,1.7,1.3,0.8,0.8,0.1,1.8,0,0,193.04,200,SG
AustinRivers|2021,AustinRivers,DEN,28,36,7.9,2.9,6.8,42.4,1.5,4.1,36.9,0.6,0.9,71.0,0.2,2.1,2.3,2.3,1.0,0.8,0.1,1.8,0,0,193.04,200,SG
AustinRivers|2020,AustinRivers,HOU,27,68,8.8,3.1,7.4,42.1,1.4,4.0,35.6,1.1,1.6,70.3,0.4,2.2,2.6,1.7,0.7,0.7,0.1,1.9,0,0,193.04,200,SG
KevonLooney|2022,KevonLooney,GSW,26,82,6.0,2.5,4.4,57.1,0.0,0.0,0.0,0.9,1.5,60.0,2.5,4.7,7.3,2.0,0.8,0.6,0.6,2.6,5,0,205.74,222,C
KevonLooney|2021,KevonLooney,GSW,25,61,4.1,1.8,3.2,54.8,0.1,0.3,23.5,0.5,0.8,64.6,1.9,3.4,5.3,2.0,0.6,0.3,0.4,2.2,0,0,205.74,222,C
TreJones|2022,TreJones,SAS,22,69,6.0,2.4,4.9,49.0,0.1,0.7,19.6,1.0,1.3,78.0,0.4,1.8,2.2,3.4,0.7,0.6,0.1,1.1,3,0,185.42,185,PG
TreJones|2021,TreJones,SAS,21,37,2.5,1.0,2.1,47.4,0.1,0.1,60.0,0.5,0.5,89.5,0.2,0.4,0.6,1.1,0.4,0.2,0.0,0.4,0,0,185.42,185,PG
QuentinGrimes|2022,QuentinGrimes,NYK,22,46,6.0,2.1,5.1,40.4,1.6,4.1,38.1,0.3,0.4,68.4,0.5,1.5,2.0,1.0,0.6,0.7,0.2,1.6,0,0,193.04,210,SG
