,PLAYER,TEAM,AGE,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,HEIGHT,WEIGHT,POSITION
MosesBrown|2022,MosesBrown,CLE,22,40,4.3,1.6,2.7,59.3,0.0,0.0,0.0,1.1,1.8,59.7,1.0,2.4,3.4,0.0,0.5,0.2,0.4,1.3,3,0,218.44000000000003,245,C
MosesBrown|2021,MosesBrown,BOS,21,43,8.6,3.4,6.2,54.5,0.0,0.0,0.0,1.8,2.9,61.9,3.6,5.3,8.9,0.2,1.0,0.7,1.1,2.2,12,0,218.44000000000003,245,C
JevonCarter|2022,JevonCarter,MIL,26,66,4.2,1.5,3.8,38.7,1.0,2.6,38.8,0.2,0.3,83.3,0.2,1.5,1.7,1.5,0.5,0.4,0.2,1.0,0,0,185.42,200,PG
JevonCarter|2021,JevonCarter,PHX,25,60,4.1,1.6,3.7,42.2,0.9,2.5,37.1,0.1,0.1,57.1,0.3,1.3,1.5,1.2,0.3,0.5,0.2,0.9,1,0,185.42,200,PG
JevonCarter|2020,JevonCarter,PHX,24,58,4.9,1.7,4.2,41.6,1.1,2.5,42.5,0.4,0.5,85.2,0.5,1.5,2.0,1.4,0.6,0.8,0.3,1.5,0,0,185.42,200,PG
FrankNtilikina|2022,FrankNtilikina,DAL,23,58,4.1,1.5,3.8,39.9,0.7,1.9,34.2,0.4,0.4,96.0,0.2,1.2,1.4,1.2,0.5,0.5,0.1,1.1,0,0,193.04,200,PG
FrankNtilikina|2021,FrankNtilikina,NYK,22,33,2.7,0.9,2.4,36.7,0.7,1.5,47.9,0.2,0.5,44.4,0.2,0.8,0.9,0.6,0.3,0.5,0.1,1.4,0,0,193.04,200,PG
FrankNtilikina|2020,FrankNtilikina,NYK,21,57,6.3,2.3,5.8,39.3,0.8,2.4,32.1,0.9,1.0,86.4,0.4,1.7,2.1,3.0,1.2,0.9,0.3,2.5,1,0,193.04,200,PG
SantiAldama|2022,SantiAldama,MEM,21,32,4.1,1.7,4.1,40.2,0.2,1.5,12.5,0.6,1.0,62.5,1.0,1.7,2.7,0.7,0.5,0.2,0.3,1.1,2,0,210.82,215,PF
AnthonyGill|2022,AnthonyGill,WAS,29,44,4.1,1.4,2.5,56.9,0.3,0.6,53.8,1.0,1.2,80.8,0.8,1.2,1.9,0.6,0.4,0.1,0.3,1.3,0,0,200.66,230,PF
JuanToscano-Anderson|2022,JuanToscano-Anderson,GSW,29,73,4.1,1.6,3.2,48.9,0.4,1.2,32.2,0.5,1.0,57.1,0.4,2.0,2.4,1.7,0.9,0.7,0.2,1.6,0,0,198.12,209,SF
JuanToscano-Anderson|2021,JuanToscano-Anderson,GSW,28,53,5.7,2.3,3.9,57.9,0.7,1.7,40.2,0.4,0.6,71.0,0.5,3.9,4.4,2.8,1.2,0.8,0.5,2.1,0,0,198.12,209,SF
MarkusHoward|2022,MarkusHoward,DEN,23,31,4.1,1.3,3.3,38.6,0.9,2.3,40.0,0.6,0.7,87.0,0.1,0.3,0.4,0.2,0.2,0.3,0.0,0.5,0,0,177.8,175,SG
MarkusHoward|2021,MarkusHoward,DEN,22,37,2.8,1.1,2.9,37.7,0.5,1.8,27.7,0.2,0.2,77.8,0.0,0.5,0.6,0.5,0.5,0.1,0.0,0.6,0,0,177.8,175,SG
MattThomas|2022,MattThomas,CHI,27,40,4.0,1.4,3.4,41.0,0.9,2.3,38.5,0.4,0.5,80.0,0.1,1.2,1.3,0.5,0.2,0.2,0.1,0.5,0,0,190.5,190,SG
MattThomas|2021,MattThomas,UTA,26,45,3.1,1.1,2.8,39.4,0.6,1.8,33.8,0.3,0.3,85.7,0.2,0.8,1.0,0.4,0.3,0.1,0.0,0.4,0,0,190.5,190,SG
MattThomas|2020,MattThomas,TOR,25,41,4.9,1.8,3.7,48.7,1.1,2.4,47.5,0.2,0.3,75.0,0.2,1.3,1.5,0.5,0.4,0.2,0.0,0.9,0,0,190.5,190,SG
AndreIguodala|2022,AndreIguodala,GSW,38,31,4.0,1.5,3.9,38.0,0.5,2.4,23.0,0.5,0.6,75.0,0.7,2.5,3.2,3.7,0.9,0.9,0.7,1.1,0,0,198.12,215,SF
AndreIguodala|2021,AndreIguodala,MIA,37,63,4.4,1.5,3.9,38.3,1.0,2.9,33.0,0.4,0.6,65.8,0.6,2.9,3.5,2.3,1.1,0.9,0.6,1.4,0,0,198.12,215,SF
AdmiralSchofield|2022,AdmiralSchofield,ORL,25,38,3.8,1.4,3.4,41.9,0.7,2.1,32.9,0.3,0.4,80.0,0.4,1.9,2.3,0.7,0.6,0.1,0.1,1.5,0,0,195.57999999999998,241,SF
AdmiralSchofield|2020,AdmiralSchofield,WAS,23,33,3.0,1.1,2.8,38.0,0.6,1.8,31.1,0.3,0.5,66.7,0.2,1.2,1.4,0.5,0.2,0.2,0.1,1.5,0,0,195.57999999999998,241,SF
JaredButler|2022,JaredButler,UTA,21,42,3.8,1.5,3.6,40.4,0.7,2.1,31.8,0.3,0.4,68.8,0.1,1.0,1.1,1.5,0.8,0.4,0.2,1.1,0,0,190.5,193,SG
AaronNesmith|2022,AaronNesmith,BOS,22,52,3.8,1.4,3.5,39.6,0.6,2.2,27.0,0.4,0.5,80.8,0.3,1.4,1.7,0.4,0.6,0.4,0.1,1.3,0,0,195.57999999999998,215,SF
AaronNesmith|2021,AaronNesmith,BOS,21,46,4.7,1.7,3.9,43.8,0.9,2.3,37.0,0.5,0.6,78.6,0.6,2.2,2.8,0.5,0.5,0.3,0.2,1.9,0,0,195.57999999999998,215,SF
JordanMcLaughlin|2022,JordanMcLaughlin,MIN,26,62,3.8,1.4,3.2,44.0,0.4,1.4,31.8,0.5,0.6,75.0,0.4,1.2,1.5,2.9,0.6,0.9,0.2,0.9,1,0,180.34,185,PG
JordanMcLaughlin|2021,JordanMcLaughlin,MIN,25,51,5.0,2.0,4.7,41.3,0.6,1.8,35.9,0.5,0.6,76.7,0.4,1.7,2.1,3.8,1.0,1.0,0.1,0.9,0,0,180.34,185,PG
JordanMcLaughlin|2020,JordanMcLaughlin,MIN,24,30,7.6,2.9,5.9,48.9,1.0,2.5,38.2,0.9,1.3,66.7,0.2,1.4,1.6,4.2,1.0,1.1,0.1,1.0,2,0,180.34,185,PG
SandroMamukelashvili|2022,SandroMamukelashvili,MIL,23,41,3.8,1.4,2.8,49.6,0.5,1.3,42.3,0.4,0.5,81.8,0.9,1.1,2.0,0.5,0.4,0.2,0.2,0.7,1,0,205.74,240,PF
NathanKnight|2022,NathanKnight,MIN,24,37,3.7,1.2,2.4,51.1,0.1,0.4,30.8,1.2,1.6,73.3,0.9,1.4,2.3,0.6,0.5,0.2,0.2,1.1,1,0,208.28,253,PF
NathanKnight|2021,NathanKnight,ATL,23,33,3.8,1.1,3.0,37.0,0.2,1.0,18.2,1.3,1.7,80.0,0.8,1.4,2.2,0.2,0.5,0.3,0.3,0.7,1,0,208.28,253,PF
EnesFreedom|2022,EnesFreedom,BOS,30,35,3.7,1.5,2.8,52.6,0.1,0.1,40.0,0.7,0.8,85.7,1.7,2.8,4.6,0.2,0.6,0.1,0.4,1.2,2,0,208.28,250,C
EnesFreedom|2021,EnesFreedom,POR,29,72,11.2,4.7,7.8,60.4,0.0,0.1,25.0,1.8,2.3,77.4,3.9,7.1,11.0,1.2,1.1,0.5,0.7,2.3,34,0,208.28,250,C
EnesFreedom|2020,EnesFreedom,BOS,28,58,8.1,3.4,6.0,57.2,0.0,0.1,14.3,1.2,1.7,70.7,2.8,4.6,7.4,1.0,1.0,0.4,0.7,1.7,9,0,208.28,250,C
IsaiahJoe|2022,IsaiahJoe,PHI,22,55,3.6,1.1,3.2,35.0,0.8,2.5,33.3,0.5,0.6,93.5,0.1,0.9,1.0,0.6,0.3,0.3,0.1,0.9,0,0,193.04,165,SG
IsaiahJoe|2021,IsaiahJoe,PHI,21,41,3.7,1.2,3.2,36.1,1.0,2.6,36.8,0.4,0.6,75.0,0.1,0.7,0.9,0.5,0.3,0.3,0.1,0.8,0,0,193.04,165,SG
TomasSatoransky|2022,TomasSatoransky,WAS,30,55,3.6,1.3,3.5,37.7,0.2,1.0,20.8,0.8,1.0,79.6,0.5,1.8,2.3,3.3,0.8,0.5,0.1,1.3,1,0,200.66,210,SG
TomasSatoransky|2021,TomasSatoransky,CHI,29,58,7.7,2.9,5.7,51.4,0.7,2.0,35.6,1.2,1.4,84.8,0.5,1.9,2.4,4.7,1.7,0.7,0.2,1.5,1,0,200.66,210,SG
TomasSatoransky|2020,TomasSatoransky,CHI,28,65,9.9,3.6,8.5,43.0,1.0,3.1,32.2,1.6,1.9,87.6,1.2,2.7,3.9,5.4,2.0,1.2,0.1,2.1,3,0,200.66,210,SG
ThanasisAntetokounmpo|2022,ThanasisAntetokounmpo,MIL,29,48,3.6,1.5,2.7,54.7,0.0,0.3,14.3,0.6,1.0,63.0,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,0,0,198.12,219,SF
ThanasisAntetokounmpo|2021,ThanasisAntetokounmpo,MIL,28,57,2.9,1.2,2.4,48.9,0.1,0.5,24.1,0.4,0.9,51.0,0.9,1.2,2.2,0.8,0.8,0.4,0.2,1.3,1,0,198.12,219,SF
TonySnell|2022,TonySnell,NOP,30,53,3.5,1.3,3.2,40.4,0.8,2.4,35.2,0.1,0.1,100.0,0.3,1.6,1.9,0.5,0.4,0.3,0.2,1.3,0,0,198.12,213,SG
TonySnell|2021,TonySnell,ATL,29,47,5.3,1.9,3.6,51.5,1.3,2.3,56.9,0.2,0.2,100.0,0.4,2.0,2.4,1.3,0.4,0.3,0.2,1.6,0,0,198.12,213,SG
TonySnell|2020,TonySnell,DET,28,59,8.0,2.9,6.5,44.5,1.7,4.3,40.2,0.5,0.5,100.0,0.2,1.7,1.9,2.2,0.5,0.5,0.3,1.7,0,0,198.12,213,SG
JarrettCulver|2022,JarrettCulver,MEM,23,37,3.5,1.4,3.6,37.8,0.3,1.3,25.5,0.4,0.9,47.1,0.4,0.9,1.3,0.9,0.5,0.5,0.1,1.1,0,0,198.12,195,SG
JarrettCulver|2021,JarrettCulver,MIN,22,34,5.3,2.0,4.9,41.1,0.4,1.6,24.5,0.9,1.4,60.4,1.0,2.1,3.1,0.7,0.8,0.5,0.3,1.7,1,0,198.12,195,SG
JarrettCulver|2020,JarrettCulver,MIN,21,63,9.2,3.7,9.0,40.4,1.0,3.5,29.9,0.9,1.9,46.2,1.1,2.3,3.4,1.7,1.3,0.9,0.6,2.0,0,0,198.12,195,SG
ElijahHughes|2022,ElijahHughes,POR,24,36,3.5,1.3,4.0,32.6,0.7,2.6,26.3,0.2,0.3,77.8,0.2,1.4,1.6,0.6,0.5,0.4,0.2,1.1,0,0,195.57999999999998,215,SG
GorguiDieng|2022,GorguiDieng,ATL,32,44,3.5,1.2,2.5,47.3,0.7,1.5,42.6,0.4,0.6,73.1,0.7,2.0,2.8,0.8,0.5,0.3,0.3,1.2,0,0,208.28,248,C
GorguiDieng|2021,GorguiDieng,SAS,31,38,6.8,2.2,4.3,52.1,0.8,1.8,42.9,1.5,1.8,86.6,1.1,2.6,3.7,1.3,0.8,0.7,0.4,1.5,0,0,208.28,248,C
GorguiDieng|2020,GorguiDieng,MEM,30,63,7.4,2.6,5.8,45.6,0.9,2.4,35.5,1.2,1.6,77.2,1.4,4.2,5.6,1.2,1.0,0.8,0.9,2.0,9,0,208.28,248,C
PaulMillsap|2022,PaulMillsap,PHI,37,33,3.5,1.4,3.5,39.1,0.2,1.1,22.9,0.5,0.7,70.8,1.2,2.2,3.5,0.9,0.6,0.3,0.4,2.0,0,0,200.66,257,PF
PaulMillsap|2021,PaulMillsap,DEN,36,56,9.0,3.4,7.2,47.6,0.9,2.6,34.3,1.3,1.8,72.4,1.4,3.3,4.7,1.8,0.9,0.9,0.6,2.0,2,0,200.66,257,PF
PaulMillsap|2020,PaulMillsap,DEN,35,51,11.6,4.1,8.6,48.2,1.1,2.4,43.5,2.3,2.8,81.6,1.9,3.8,5.7,1.6,1.4,0.9,0.6,2.9,5,0,200.66,257,PF
KentBazemore|2022,KentBazemore,LAL,32,39,3.4,1.2,3.6,32.4,0.7,2.1,36.3,0.3,0.4,76.5,0.3,1.4,1.8,0.9,0.5,0.6,0.2,1.8,0,0,193.04,195,SF
KentBazemore|2021,KentBazemore,GSW,31,67,7.2,2.6,5.9,44.9,1.1,2.7,40.8,0.8,1.2,69.2,0.4,3.0,3.4,1.6,1.2,1.0,0.5,2.4,1,0,193.04,195,SF
KentBazemore|2020,KentBazemore,SAC,30,68,8.8,2.9,7.9,37.5,1.2,3.6,34.4,1.7,2.2,76.9,0.4,3.9,4.3,1.4,1.3,1.1,0.6,2.9,0,0,193.04,195,SF
KillianTillie|2022,KillianTillie,MEM,24,36,3.3,1.2,3.5,33.9,0.8,2.4,31.4,0.1,0.2,62.5,0.6,1.1,1.7,0.6,0.4,0.6,0.4,1.6,0,0,205.74,220,C
JuanchoHernangomez|2022,JuanchoHernangomez,UTA,26,40,3.3,1.1,2.7,41.5,0.6,1.7,34.8,0.5,0.9,55.9,0.7,1.8,2.5,0.5,0.4,0.4,0.3,0.6,0,0,205.74,214,PF
JuanchoHernangomez|2021,JuanchoHernangomez,MIN,25,52,7.2,2.5,5.8,43.5,1.1,3.2,32.7,1.2,1.9,61.9,0.9,3.1,3.9,0.7,0.5,0.4,0.1,1.0,0,0,205.74,214,PF
JuanchoHernangomez|2020,JuanchoHernangomez,MIN,24,48,6.0,2.1,5.1,40.5,0.9,2.7,34.1,0.9,1.5,62.0,0.9,3.2,4.1,0.8,0.7,0.4,0.2,1.3,4,0,205.74,214,PF
SemiOjeleye|2022,SemiOjeleye,LAC,27,30,3.3,1.0,3.3,30.3,0.5,1.7,30.0,0.8,1.0,79.3,0.9,1.6,2.5,0.3,0.3,0.2,0.2,1.0,0,0,198.12,240,PF
SemiOjeleye|2021,SemiOjeleye,BOS,26,56,4.6,1.6,3.9,40.3,1.0,2.8,36.7,0.4,0.6,75.0,0.6,2.1,2.6,0.7,0.4,0.3,0.0,1.0,0,0,198.12,240,PF
SemiOjeleye|2020,SemiOjeleye,BOS,25,69,3.4,1.2,2.8,40.8,0.7,1.8,37.8,0.4,0.5,87.5,0.4,1.7,2.1,0.5,0.3,0.3,0.1,1.2,0,0,198.12,240,PF
SterlingBrown|2022,SterlingBrown,DAL,27,49,3.3,1.2,3.2,38.1,0.6,1.9,30.4,0.3,0.3,93.3,0.5,2.5,3.0,0.7,0.5,0.3,0.1,1.1,2,0,195.57999999999998,219,SG
SterlingBrown|2021,SterlingBrown,HOU,26,51,8.2,2.9,6.6,44.8,1.8,4.2,42.3,0.5,0.6,80.6,0.7,3.6,4.4,1.4,0.8,0.7,0.2,1.9,2,0,195.57999999999998,219,SG
SterlingBrown|2020,SterlingBrown,MIL,25,52,5.1,1.8,4.9,37.1,0.8,2.6,32.4,0.6,0.8,80.0,0.6,2.9,3.5,1.0,0.8,0.6,0.1,1.0,1,0,195.57999999999998,219,SG
TrentForrest|2022,TrentForrest,UTA,24,60,3.3,1.3,2.6,49.0,0.1,0.5,18.5,0.6,0.8,79.2,0.4,1.3,1.7,1.8,0.8,0.5,0.1,0.7,0,0,193.04,210,PG
TrentForrest|2021,TrentForrest,UTA,23,30,2.9,1.1,2.4,45.1,0.2,0.9,19.2,0.6,0.6,100.0,0.4,1.1,1.5,1.5,0.7,0.3,0.1,0.7,0,0,193.04,210,PG
DalanoBanton|2022,DalanoBanton,TOR,22,64,3.2,1.3,3.2,41.1,0.2,0.8,25.5,0.4,0.7,59.1,0.6,1.3,1.9,1.5,0.8,0.4,0.2,1.1,0,0,200.66,204,PG
RodneyHood|2022,RodneyHood,LAC,29,52,3.1,1.1,3.0,36.9,0.6,1.8,33.0,0.3,0.4,89.5,0.3,1.2,1.5,0.7,0.2,0.3,0.1,0.6,0,0,203.2,208,SF
RodneyHood|2021,RodneyHood,TOR,28,55,4.5,1.7,4.7,36.2,0.6,2.1,30.1,0.4,0.5,85.7,0.4,1.5,1.9,1.0,0.7,0.4,0.1,1.3,0,0,203.2,208,SF
KevinKnoxII|2022,KevinKnoxII,ATL,22,30,3.1,1.0,2.8,36.5,0.5,1.8,27.8,0.5,0.7,72.7,0.5,1.0,1.5,0.3,0.2,0.1,0.1,0.6,0,0,200.66,215,SF
KevinKnoxII|2021,KevinKnoxII,NYK,21,42,3.9,1.3,3.4,39.2,0.8,2.1,39.3,0.4,0.5,80.0,0.2,1.2,1.5,0.5,0.4,0.3,0.1,0.9,0,0,200.66,215,SF
KevinKnoxII|2020,KevinKnoxII,NYK,20,65,6.4,2.2,6.2,35.9,1.0,3.1,32.7,1.0,1.6,65.3,0.4,2.4,2.8,0.9,0.7,0.4,0.4,1.6,0,0,200.66,215,SF
KeljinBlevins|2022,KeljinBlevins,POR,26,31,3.1,1.1,3.6,30.6,0.7,2.3,29.2,0.2,0.4,54.5,0.5,0.9,1.5,0.6,0.5,0.4,0.0,0.9,0,0,193.04,200,SF
PaulReed|2022,PaulReed,PHI,23,38,3.1,1.4,2.5,56.3,0.1,0.2,25.0,0.2,0.4,42.9,1.2,1.3,2.4,0.4,0.3,0.9,0.4,1.5,0,0,205.74,210,C
ElfridPayton|2022,ElfridPayton,PHX,28,50,3.0,1.3,3.5,38.3,0.1,0.4,22.2,0.2,0.6,37.5,0.4,1.3,1.8,2.0,0.9,0.5,0.1,0.8,0,0,190.5,195,PG
ElfridPayton|2021,ElfridPayton,NYK,27,63,10.1,4.3,9.9,43.2,0.4,1.6,28.6,1.2,1.7,68.2,1.0,2.4,3.4,3.2,1.6,0.7,0.1,1.8,0,0,190.5,195,PG
ElfridPayton|2020,ElfridPayton,NYK,26,45,10.0,4.3,9.8,43.9,0.3,1.5,20.3,1.1,1.9,57.0,1.2,3.6,4.7,7.2,2.1,1.6,0.4,2.0,6,1,190.5,195,PG
NickRichards|2022,NickRichards,CHA,24,50,3.0,1.2,1.8,66.7,0.0,0.0,0.0,0.6,0.9,69.8,0.7,1.0,1.7,0.3,0.5,0.2,0.4,1.0,0,0,213.36,245,C
TonyBradley|2022,TonyBradley,CHI,24,55,3.0,1.3,2.2,58.5,0.0,0.0,0.0,0.3,0.5,65.5,1.2,2.2,3.4,0.5,0.6,0.2,0.6,1.1,0,0,208.28,248,C
TonyBradley|2021,TonyBradley,OKC,23,42,7.1,3.1,4.7,66.5,0.0,0.1,0.0,0.9,1.3,69.1,2.0,3.7,5.7,0.9,0.8,0.4,0.7,1.5,3,0,208.28,248,C
TonyBradley|2020,TonyBradley,UTA,22,58,4.9,2.2,3.3,66.7,0.1,0.1,100.0,0.5,0.8,65.2,1.9,2.7,4.6,0.4,0.5,0.2,0.6,2.0,1,0,208.28,248,C
BrunoFernando|2022,BrunoFernando,HOU,23,30,2.9,1.2,1.8,65.5,0.0,0.1,50.0,0.5,0.8,62.5,0.6,1.2,1.8,0.2,0.5,0.0,0.4,0.8,2,0,205.74,240,C
BrunoFernando|2021,BrunoFernando,ATL,22,33,1.5,0.5,1.3,40.9,0.0,0.1,0.0,0.5,0.7,68.2,0.5,1.9,2.4,0.3,0.6,0.1,0.1,0.7,0,0,205.74,240,C
BrunoFernando|2020,BrunoFernando,ATL,21,56,4.3,1.8,3.6,51.8,0.1,0.7,13.5,0.5,0.9,56.9,1.2,2.3,3.5,0.9,0.8,0.3,0.3,1.9,1,0,205.74,240,C
JoshOkogie|2022,JoshOkogie,MIN,23,49,2.7,0.9,2.1,40.4,0.3,1.0,29.8,0.7,1.0,68.6,0.6,0.8,1.4,0.5,0.5,0.5,0.2,1.1,0,0,193.04,213,SG
JoshOkogie|2021,JoshOkogie,MIN,22,59,5.4,1.7,4.3,40.2,0.5,1.8,26.9,1.4,1.8,76.9,1.1,1.6,2.6,1.1,0.7,0.9,0.5,2.1,0,0,193.04,213,SG
JoshOkogie|2020,JoshOkogie,MIN,21,62,8.6,2.7,6.4,42.7,0.7,2.5,26.6,2.5,3.1,79.6,1.4,2.9,4.3,1.6,1.4,1.1,0.4,2.2,0,0,193.04,213,SG
GaryClark|2022,GaryClark,NOP,27,38,2.7,0.9,2.3,37.5,0.7,1.8,40.0,0.2,0.3,70.0,0.6,1.8,2.4,0.5,0.3,0.3,0.2,0.5,0,0,198.12,225,PF
GaryClark|2021,GaryClark,PHI,26,39,3.1,1.0,3.4,30.3,0.8,2.8,28.7,0.2,0.3,80.0,0.8,2.1,2.9,0.8,0.4,0.3,0.2,0.9,0,0,198.12,225,PF
GaryClark|2020,GaryClark,ORL,25,42,3.7,1.3,3.2,40.6,0.9,2.6,35.1,0.2,0.2,90.0,0.9,1.7,2.6,0.4,0.2,0.1,0.5,1.1,0,0,198.12,225,PF
IshWainright|2022,IshWainright,PHX,27,45,2.4,0.9,2.3,39.4,0.4,1.3,32.2,0.2,0.3,58.3,0.6,0.6,1.2,0.3,0.3,0.4,0.1,1.1,0,0,195.57999999999998,250,PF
JakeLayman|2022,JakeLayman,MIN,28,34,2.4,0.9,2.1,41.1,0.2,1.0,22.9,0.4,0.5,72.2,0.2,0.9,1.1,0.3,0.3,0.2,0.1,0.4,0,0,203.2,209,SF
JakeLayman|2021,JakeLayman,MIN,27,45,5.1,2.0,4.1,49.5,0.5,1.7,29.5,0.6,0.8,70.3,0.3,1.2,1.5,0.6,0.6,0.6,0.4,1.0,0,0,203.2,209,SF
JustinChampagnie|2022,JustinChampagnie,TOR,21,36,2.3,0.9,1.9,46.3,0.3,0.8,35.7,0.3,0.3,100.0,1.0,1.0,2.0,0.3,0.2,0.2,0.1,0.9,0,0,198.12,206,SF
MilesMcBride|2022,MilesMcBride,NYK,21,40,2.2,0.8,2.7,29.6,0.4,1.7,25.0,0.2,0.3,66.7,0.1,1.0,1.1,1.0,0.1,0.4,0.0,1.1,0,0,185.42,195,PG
DylanWindler|2022,DylanWindler,CLE,25,50,2.2,0.7,2.0,37.8,0.4,1.4,30.0,0.3,0.4,83.3,0.4,1.4,1.8,0.7,0.3,0.3,0.1,0.9,0,0,198.12,196,SF
DylanWindler|2021,DylanWindler,CLE,24,31,5.2,1.8,4.2,43.8,0.8,2.5,33.8,0.7,0.9,77.8,0.6,2.8,3.5,1.1,1.0,0.6,0.4,1.2,1,0,198.12,196,SF
JerichoSims|2022,JerichoSims,NYK,23,41,2.2,1.0,1.3,72.2,0.0,0.0,0.0,0.3,0.7,41.4,1.5,2.6,4.1,0.5,0.5,0.3,0.5,1.6,1,0,205.74,250,PF
JTThor|2022,JTThor,CHA,19,33,2.0,0.7,1.7,43.6,0.2,0.8,25.9,0.4,0.6,60.0,0.3,1.0,1.3,0.6,0.3,0.2,0.3,0.8,0,0,205.74,203,PF
ChrisChiozza|2022,ChrisChiozza,GSW,26,34,2.0,0.7,2.4,29.6,0.5,1.6,32.1,0.1,0.1,66.7,0.3,0.8,1.1,1.9,0.9,0.4,0.0,0.9,0,0,180.34,175,PG
LeandroBolmaro|2022,LeandroBolmaro,MIN,21,35,1.4,0.5,1.5,31.5,0.1,0.5,27.8,0.3,0.4,84.6,0.5,0.8,1.2,0.6,0.4,0.2,0.0,0.7,0,0,198.12,200,SF
EdDavis|2022,EdDavis,CLE,33,31,0.9,0.4,0.5,68.8,0.0,0.0,0.0,0.2,0.5,42.9,0.5,1.6,2.1,0.2,0.2,0.1,0.3,1.1,0,0,205.74,218,C
AlfonzoMcKinnie|2021,AlfonzoMcKinnie,LAL,28,39,3.1,1.2,2.4,51.6,0.4,1.0,41.0,0.3,0.5,55.6,0.6,0.8,1.4,0.2,0.1,0.2,0.0,0.7,0,0,200.66,215,SF
AlfonzoMcKinnie|2020,AlfonzoMcKinnie,CLE,27,40,4.6,1.8,4.3,42.7,0.4,1.6,21.5,0.6,0.8,71.0,0.9,1.9,2.8,0.4,0.7,0.6,0.2,1.8,1,0,200.66,215,SF
AronBaynes|2021,AronBaynes,TOR,34,53,6.1,2.5,5.7,44.1,0.5,1.9,26.2,0.5,0.8,70.7,1.6,3.5,5.2,0.9,0.9,0.3,0.4,2.2,2,0,208.28,260,C
AronBaynes|2020,AronBaynes,PHX,33,42,11.5,4.4,9.1,48.0,1.4,4.0,35.1,1.3,1.8,74.7,1.7,4.0,5.6,1.6,1.2,0.2,0.5,3.4,3,0,208.28,260,C
BenSimmons|2021,BenSimmons,PHI,24,58,14.3,5.6,10.1,55.7,0.1,0.2,30.0,3.0,4.9,61.3,1.6,5.6,7.2,6.9,3.0,1.6,0.6,2.9,13,4,210.82,240,PG
BenSimmons|2020,BenSimmons,PHI,23,57,16.4,6.6,11.4,58.0,0.0,0.1,28.6,3.2,5.2,62.1,2.0,5.8,7.8,8.0,3.5,2.1,0.6,3.3,31,6,210.82,240,PG
BobanMarjanovic|2021,BobanMarjanovic,DAL,32,33,4.7,1.9,3.7,50.8,0.0,0.2,12.5,0.9,1.2,81.6,1.4,2.5,3.9,0.3,0.4,0.1,0.2,0.9,3,0,220.98000000000002,290,C
BobanMarjanovic|2020,BobanMarjanovic,DAL,31,44,6.6,2.8,4.8,57.3,0.1,0.4,23.5,1.0,1.3,75.4,1.5,3.0,4.5,0.5,0.7,0.2,0.2,1.3,6,0,220.98000000000002,290,C
BolBol|2021,BolBol,DEN,21,32,2.2,0.8,1.8,43.1,0.3,0.8,37.5,0.3,0.5,66.7,0.0,0.8,0.8,0.2,0.4,0.1,0.3,0.4,0,0,218.44000000000003,220,PF
BradWanamaker|2021,BradWanamaker,CHA,31,61,5.5,1.9,4.9,38.5,0.3,1.4,18.8,1.5,1.7,89.1,0.3,1.4,1.7,2.9,1.2,0.7,0.2,1.5,0,0,190.5,210,PG
BradWanamaker|2020,BradWanamaker,BOS,30,71,6.9,2.3,5.1,44.8,0.5,1.4,36.3,1.8,1.9,92.6,0.3,1.7,2.0,2.5,1.1,0.9,0.2,1.9,0,0,190.5,210,PG
BrodricThomas|2021,BrodricThomas,CLE,24,32,3.9,1.2,3.4,36.1,0.5,1.8,27.1,1.0,1.4,67.4,0.3,1.4,1.7,0.9,0.7,0.5,0.3,1.3,0,0,195.57999999999998,185,SG
BrookLopez|2021,BrookLopez,MIL,33,70,12.3,4.6,9.1,50.3,1.4,4.0,33.8,1.7,2.0,84.5,1.5,3.5,5.0,0.7,0.9,0.6,1.5,2.1,3,0,213.36,282,C
BrookLopez|2020,BrookLopez,MIL,32,68,12.0,4.3,9.9,43.5,1.5,4.8,31.4,1.9,2.2,83.6,0.9,3.7,4.6,1.5,1.0,0.7,2.4,2.4,4,0,213.36,282,C
CarsenEdwards|2021,CarsenEdwards,BOS,23,31,4.0,1.5,3.6,42.3,0.6,2.0,28.6,0.4,0.4,84.6,0.1,0.7,0.8,0.5,0.2,0.2,0.0,0.8,0,0,180.34,200,SG
CarsenEdwards|2020,CarsenEdwards,BOS,22,37,3.3,1.1,3.5,32.8,0.6,2.1,31.6,0.4,0.5,68.4,0.2,1.1,1.3,0.6,0.4,0.3,0.1,0.9,0,0,180.34,200,SG
ChassonRandle|2021,ChassonRandle,ORL,28,41,6.5,2.2,5.8,38.8,1.1,3.2,33.8,0.9,1.2,79.2,0.2,1.8,2.0,1.8,1.1,0.5,0.1,1.6,0,0,187.96,185,PG
CodyZeller|2021,CodyZeller,CHA,28,48,9.4,3.8,6.8,55.9,0.1,0.6,14.3,1.8,2.5,71.4,2.5,4.4,6.8,1.8,1.1,0.6,0.4,2.5,8,0,210.82,240,C
CodyZeller|2020,CodyZeller,CHA,27,58,11.1,4.3,8.3,52.4,0.3,1.3,24.0,2.1,3.1,68.2,2.8,4.3,7.1,1.5,1.3,0.7,0.4,2.4,10,0,210.82,240,C
