,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON
120,Deonte Burton,OKC,26,39,22,17,45.4,13.2,5.5,15.9,34.4,1.3,6.7,18.9,1.0,1.8,57.1,0.9,6.4,7.3,2.2,2.4,0.9,1.3,4.3,29.2,0,0,-12.7,2020
121,Derrick Favors,NOP,28,51,24,27,46.0,17.0,7.7,12.5,61.7,0.0,0.3,14.3,1.5,2.6,56.3,6.0,12.5,18.5,3.0,2.0,1.1,1.7,4.0,50.1,18,0,4.3,2020
122,Derrick Jones Jr.,MIA,23,59,34,25,48.1,17.5,6.4,12.2,52.7,1.3,4.6,28.0,3.3,4.3,77.2,2.3,5.8,8.2,2.2,1.0,2.0,1.3,4.5,39.6,0,0,-1.0,2020
123,Derrick Rose,DET,31,50,17,33,47.1,32.8,13.4,27.3,49.0,1.6,5.3,30.6,4.4,5.0,87.1,1.0,3.4,4.4,10.1,4.6,1.5,0.6,1.8,54.7,4,0,-3.0,2020
124,Derrick Walton Jr.,DET,25,26,15,11,46.4,9.9,3.4,7.3,46.2,1.9,4.5,41.7,1.3,1.7,77.8,0.4,2.6,3.0,5.0,0.9,1.3,0.0,3.9,24.1,0,0,-1.5,2020
125,Derrick White,SAS,25,68,32,36,46.4,21.2,7.0,15.3,45.8,2.2,6.0,36.6,5.0,5.8,85.3,1.0,5.2,6.2,6.7,2.5,1.2,1.6,4.2,44.7,0,0,1.2,2020
126,Devin Booker,PHX,23,70,34,36,46.9,34.8,11.7,24.0,48.9,2.6,7.4,35.4,8.7,9.5,91.9,0.5,5.0,5.6,8.5,4.9,0.9,0.3,4.0,53.1,11,0,2.4,2020
127,Devon Hall,OKC,24,11,6,5,43.2,10.7,3.2,16.0,20.0,2.1,9.1,23.5,2.1,4.3,50.0,1.1,2.7,3.7,7.0,2.7,2.1,0.5,3.2,31.0,0,0,4.8,2020
128,Devontae Cacok,LAL,23,1,0,1,40.3,27.3,13.6,27.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,13.6,22.7,4.5,0.0,0.0,0.0,0.0,61.4,0,0,22.7,2020
129,Devonte' Graham,CHA,25,63,23,40,49.2,25.5,8.2,21.4,38.2,4.9,13.0,37.3,4.3,5.2,82.0,0.9,3.8,4.7,10.5,4.0,1.4,0.3,2.6,48.0,17,0,-4.1,2020
130,Dewan Hernandez,TOR,23,6,6,0,44.1,21.9,7.8,21.9,35.7,1.6,3.1,50.0,4.7,7.8,60.0,7.8,14.1,21.9,4.7,4.7,1.6,0.0,9.4,55.2,0,0,17.2,2020
131,Dewayne Dedmon,ATL,30,44,17,27,48.1,15.9,6.3,15.8,40.0,1.4,6.7,20.6,1.9,2.2,83.3,3.7,11.7,15.5,1.4,3.5,1.6,2.5,8.3,45.3,3,0,-1.7,2020
132,Dillon Brooks,MEM,24,73,34,39,46.5,26.0,9.6,23.5,40.7,3.2,9.0,35.8,3.6,4.5,80.8,1.5,3.9,5.3,3.3,2.7,1.4,0.6,6.1,40.6,0,0,-0.9,2020
133,Dion Waiters,LAL,28,10,4,6,47.0,25.2,9.3,22.4,41.4,3.4,10.7,31.9,3.2,3.9,82.4,0.5,5.0,5.4,4.5,3.6,0.9,1.4,4.8,41.7,0,0,6.6,2020
134,Domantas Sabonis,IND,24,62,37,25,48.4,25.7,10.3,19.0,54.0,0.4,1.5,25.4,4.8,6.6,72.3,4.2,13.0,17.3,6.9,3.8,1.1,0.7,4.4,58.2,50,4,3.7,2020
135,Donovan Mitchell,UTA,23,69,43,26,47.8,33.5,12.2,27.2,44.9,3.5,9.6,36.6,5.6,6.5,86.3,1.1,5.1,6.2,6.0,3.7,1.4,0.3,3.5,51.2,1,0,2.3,2020
136,Donta Hall,BKN,22,9,4,5,47.4,13.9,5.3,7.8,68.2,0.0,0.0,0.0,3.2,6.4,50.0,5.0,8.5,13.5,1.4,1.8,1.1,2.1,8.2,40.1,0,0,-12.5,2020
137,Donte DiVincenzo,MIL,23,66,53,13,44.9,18.0,6.8,15.1,45.5,2.4,7.3,33.6,1.9,2.5,73.3,1.9,7.4,9.4,4.5,2.7,2.5,0.6,3.3,42.7,1,0,12.1,2020
138,Dorian Finney-Smith,DAL,27,71,40,31,48.0,15.4,5.5,11.8,46.6,2.6,6.9,37.6,1.8,2.4,72.2,3.3,5.9,9.2,2.6,1.6,1.0,0.9,4.0,34.4,5,0,6.3,2020
139,Doug McDermott,IND,28,69,43,26,46.8,24.2,9.1,18.6,48.8,4.4,10.0,43.5,1.6,2.0,82.8,0.9,5.0,5.9,2.7,1.4,0.4,0.2,4.0,35.6,0,0,3.5,2020
140,Dragan Bender,GSW,22,16,10,6,47.0,17.6,6.7,15.1,44.6,2.5,7.1,34.9,1.6,2.3,71.4,2.6,9.4,12.0,4.6,3.5,0.7,1.5,6.9,41.9,0,0,-0.8,2020
141,Draymond Green,GSW,30,43,10,33,46.7,13.2,4.7,12.1,38.9,1.4,4.9,27.9,2.4,3.2,75.9,0.9,9.3,10.2,10.2,3.7,2.3,1.3,4.2,47.4,8,2,-7.4,2020
142,Drew Eubanks,SAS,23,22,13,9,44.9,17.7,7.1,11.1,64.2,0.2,0.2,100,3.3,4.3,76.9,4.6,9.4,14.0,2.5,3.5,0.8,2.8,6.1,45.6,0,0,-11.7,2020
143,Duncan Robinson,MIA,26,73,44,29,48.3,21.9,7.2,15.3,47.0,6.0,13.5,44.6,1.5,1.6,93.1,0.2,5.0,5.2,2.3,1.6,0.8,0.4,4.3,33.6,1,0,7.8,2020
144,Dusty Hannahs,MEM,26,2,0,2,46.3,41.4,13.8,31.0,44.4,6.9,10.3,66.7,6.9,6.9,100,0.0,3.4,3.4,0.0,0.0,0.0,0.0,3.4,45.5,0,0,17.2,2020
145,Dwayne Bacon,CHA,24,39,10,29,48.7,15.9,6.0,17.3,34.8,1.3,4.7,28.4,2.5,3.8,66.0,1.1,6.0,7.1,3.7,2.6,1.6,0.1,3.7,32.6,0,0,-9.3,2020
146,Dwight Howard,LAL,34,69,52,17,48.2,19.1,7.5,10.2,72.9,0.1,0.2,60.0,4.1,7.9,51.4,6.4,12.4,18.7,1.7,3.1,1.1,2.9,8.2,53.2,9,0,6.0,2020
147,Dwight Powell,DAL,28,40,25,15,48.3,17.1,6.6,10.4,63.8,0.5,1.8,25.6,3.4,5.1,66.7,3.4,6.9,10.3,2.7,1.6,1.5,1.0,4.6,39.6,1,0,8.9,2020
148,Dzanan Musa,BKN,21,40,20,20,45.6,18.0,6.0,16.1,37.2,1.8,7.3,24.4,4.2,5.6,75.0,2.0,6.1,8.1,4.0,3.4,1.4,0.1,2.8,34.8,0,0,-2.2,2020
149,E'Twaun Moore,NOP,31,56,27,29,46.2,21.1,8.4,19.8,42.6,2.9,7.6,37.7,1.4,2.0,68.9,1.4,4.5,5.9,3.5,1.8,1.5,0.5,3.6,37.6,0,0,-2.1,2020
150,Ed Davis,UTA,31,28,16,12,48.6,8.2,3.5,7.4,47.8,0.0,0.0,0.0,1.1,2.2,50.0,5.6,11.2,16.8,1.9,2.1,1.8,1.4,9.8,38.8,0,0,-17.3,2020
151,Edmond Sumner,IND,24,31,16,15,46.6,15.9,6.4,14.8,43.0,1.5,5.5,26.4,1.7,3.0,55.2,1.1,3.7,4.8,5.7,2.3,1.6,0.9,4.6,35.5,0,0,-2.9,2020
152,Elfrid Payton,NYK,26,45,17,28,47.8,17.2,7.4,16.9,43.9,0.5,2.6,20.3,1.9,3.3,57.0,2.0,6.1,8.1,12.4,3.7,2.7,0.7,3.4,51.9,6,1,-3.3,2020
153,Elie Okobo,PHX,22,55,23,32,47.8,14.6,4.8,12.0,39.8,1.7,4.7,35.2,3.3,4.7,70.4,1.1,4.9,6.0,7.6,2.5,1.6,0.3,3.6,36.2,0,0,-4.3,2020
154,Emmanuel Mudiay,UTA,24,54,34,20,46.7,21.7,8.3,18.0,46.2,1.6,4.8,34.5,3.5,4.6,75.9,1.0,5.9,6.9,6.4,4.2,1.3,0.5,4.0,41.0,0,0,-2.4,2020
155,Enes Freedom,BOS,28,58,36,22,47.7,22.8,9.7,16.9,57.2,0.0,0.3,14.3,3.4,4.8,70.7,7.9,13.0,20.9,2.7,2.7,1.1,2.0,4.9,58.4,9,0,10.2,2020
156,Eric Bledsoe,MIL,30,61,48,13,44.4,24.6,9.0,19.0,47.5,2.0,5.8,34.4,4.6,5.8,79.0,1.2,6.4,7.6,8.9,4.0,1.5,0.7,3.5,49.7,2,0,11.7,2020
157,Eric Gordon,HOU,31,36,21,15,44.7,22.9,7.5,20.4,36.9,4.2,13.3,31.7,3.6,4.7,76.6,0.4,2.7,3.1,2.4,1.9,1.0,0.6,3.1,33.1,0,0,0.1,2020
158,Eric Mika,SAC,25,1,0,1,46.4,14.6,4.9,7.3,66.7,0.0,0.0,0.0,4.9,4.9,100,4.9,12.2,17.1,0.0,0.0,0.0,0.0,12.2,35.1,0,0,19.5,2020
159,Eric Paschall,GSW,23,60,14,46,47.0,23.8,9.0,18.2,49.7,1.1,3.7,28.7,4.7,6.0,77.4,2.3,5.5,7.8,3.6,2.7,0.9,0.4,3.6,39.8,4,0,-10.7,2020
160,Ersan Ilyasova,MIL,33,63,48,15,44.6,18.7,6.6,14.2,46.6,2.3,6.2,36.5,3.3,3.9,82.8,2.8,10.8,13.7,2.2,1.5,1.1,0.8,4.3,42.4,5,0,3.7,2020
161,Evan Fournier,ORL,27,66,28,38,48.0,28.3,10.0,21.5,46.7,4.0,10.0,39.9,4.2,5.1,81.8,0.4,3.5,4.0,4.8,2.9,1.6,0.3,3.7,43.3,0,0,-1.9,2020
162,Evan Turner,MIN,31,19,3,16,44.7,11.0,4.4,11.9,37.3,0.0,0.9,0.0,2.1,2.5,85.7,1.4,5.3,6.8,6.8,4.6,1.6,1.4,3.6,33.7,0,0,-11.6,2020
163,Frank Jackson,NOP,22,59,26,33,44.7,20.8,7.5,18.5,40.5,2.6,8.1,32.6,3.1,4.2,74.7,1.2,3.4,4.6,3.4,2.7,1.0,0.2,4.3,32.3,0,0,-3.3,2020
164,Frank Kaminsky,PHX,27,39,19,20,45.8,22.3,8.1,18.1,45.0,2.4,7.3,33.1,3.6,5.3,67.8,2.1,8.3,10.4,4.4,2.2,0.8,0.6,4.4,43.4,1,0,-0.5,2020
165,Frank Mason III,MIL,26,9,6,3,43.2,22.7,8.4,18.7,45.1,2.2,7.7,28.6,3.7,6.2,58.8,1.8,5.1,7.0,10.6,4.0,1.8,0.4,4.0,49.6,0,0,0.7,2020
166,Frank Ntilikina,NYK,21,57,19,38,48.2,14.5,5.3,13.5,39.3,1.8,5.6,32.1,2.1,2.4,86.4,0.9,4.0,4.9,7.0,2.9,2.2,0.7,5.8,36.6,1,0,-3.9,2020
167,Fred VanVleet,TOR,26,54,40,14,47.5,23.4,7.9,19.0,41.3,3.6,9.2,39.0,4.1,4.9,84.8,0.4,4.6,5.0,8.8,3.0,2.5,0.4,3.3,48.3,8,0,5.0,2020
168,Furkan Korkmaz,PHI,22,72,42,30,46.9,21.2,7.3,16.9,43.0,4.3,10.7,40.2,2.3,3.1,75.5,0.5,4.5,5.1,2.4,1.8,1.2,0.5,3.0,34.2,0,0,2.7,2020
169,Gabe Vincent,MIA,24,9,5,4,47.3,12.6,4.6,21.1,21.6,3.4,15.4,22.2,0.0,0.0,0.0,0.0,2.9,2.9,3.4,0.6,2.9,0.0,3.4,29.1,0,0,-17.7,2020
170,Garrett Temple,BKN,34,62,30,32,46.6,17.3,6.0,15.8,37.8,3.4,10.4,32.9,1.9,2.3,80.5,0.8,5.1,5.9,4.2,1.7,1.3,0.8,2.9,35.3,2,0,-1.1,2020
171,Garrison Mathews,WAS,23,18,8,10,46.2,19.9,4.9,11.4,42.9,3.9,9.3,41.3,6.3,6.9,91.2,1.2,3.7,4.9,2.0,1.6,1.6,0.2,6.5,32.7,0,0,7.1,2020
172,Gary Clark,ORL,25,42,23,19,46.0,12.7,4.4,10.8,40.6,3.2,9.0,35.1,0.7,0.8,90.0,3.0,5.9,8.9,1.4,0.8,0.5,1.8,3.7,31.5,0,0,-4.5,2020
173,Gary Harris,DEN,25,56,37,19,49.1,16.0,6.0,14.3,42.0,1.9,5.8,33.3,2.1,2.5,81.5,0.7,3.8,4.5,3.3,1.7,2.1,0.4,3.2,32.1,0,0,3.4,2020
174,Gary Payton II,WAS,27,29,13,16,46.8,12.3,5.2,12.6,41.4,1.4,5.0,28.3,0.4,0.9,50.0,2.8,5.9,8.7,5.2,2.2,3.6,0.8,5.9,41.3,1,0,-15.1,2020
175,Gary Trent Jr.,POR,21,61,29,32,47.1,19.1,6.9,15.6,44.4,4.0,9.5,41.8,1.3,1.6,82.2,0.9,2.6,3.5,2.2,0.7,1.7,0.6,3.2,32.6,0,0,-1.9,2020
176,George Hill,MIL,34,59,47,12,45.7,19.9,7.0,13.5,51.6,2.9,6.3,46.0,3.1,3.6,84.2,1.8,4.6,6.4,6.5,2.1,1.7,0.2,3.0,40.9,0,0,10.8,2020
177,Georges Niang,UTA,27,66,41,25,47.2,20.1,7.2,16.5,43.8,4.6,11.5,40.0,1.0,1.2,83.3,0.8,5.7,6.5,2.3,1.5,0.9,0.3,3.8,33.2,0,0,-2.0,2020
178,Giannis Antetokounmpo,MIL,25,63,51,12,44.6,43.2,15.9,28.8,55.3,2.1,6.8,30.4,9.3,14.6,63.3,3.3,16.6,19.9,8.2,5.3,1.4,1.5,4.5,82.9,56,4,15.9,2020
179,Glenn Robinson III,PHI,26,62,17,45,47.4,19.3,7.6,15.7,48.6,2.0,5.2,39.1,2.0,2.3,86.0,2.1,5.0,7.2,2.5,1.5,1.4,0.4,2.7,35.8,1,0,-7.9,2020
180,Goga Bitadze,IND,20,54,32,22,45.4,16.6,6.7,14.4,46.7,0.8,4.0,19.0,2.3,3.2,72.7,2.4,7.8,10.2,2.2,2.7,1.0,3.6,6.3,43.0,1,0,-1.3,2020
181,Goran Dragic,MIA,34,59,37,22,47.4,27.2,9.1,20.6,44.1,3.5,9.6,36.7,5.4,7.0,77.6,0.8,4.5,5.3,8.6,4.1,1.1,0.3,3.5,46.6,3,0,4.7,2020
182,Gordon Hayward,BOS,30,52,34,18,47.0,24.5,9.5,18.9,50.0,2.3,6.0,38.3,3.3,3.9,85.5,1.5,7.9,9.4,5.7,2.6,1.0,0.6,2.6,46.7,8,0,9.0,2020
183,Gorgui Dieng,MEM,30,63,20,43,46.7,19.8,7.1,15.5,45.6,2.3,6.5,35.5,3.3,4.3,77.2,3.9,11.2,15.1,3.1,2.6,2.2,2.5,5.3,54.0,9,0,-4.4,2020
184,Grant Williams,BOS,21,69,47,22,46.8,10.6,3.9,9.5,41.2,1.1,4.3,25.0,1.7,2.4,72.2,2.6,5.3,8.0,3.0,2.2,1.3,1.6,7.3,31.4,0,0,5.9,2020
185,Grayson Allen,MEM,24,38,16,22,45.5,20.9,7.4,15.9,46.6,3.6,8.9,40.4,2.5,2.8,86.7,0.5,4.9,5.4,3.3,2.1,0.6,0.1,3.4,32.5,0,0,-6.1,2020
186,Hamidou Diallo,OKC,21,46,25,21,46.7,16.6,6.9,15.4,44.6,0.8,3.0,28.1,2.0,3.3,60.3,2.3,6.4,8.7,1.9,2.7,1.9,0.5,5.3,34.4,3,0,0.7,2020
187,Harrison Barnes,SAC,28,72,31,41,47.6,20.0,7.0,15.2,46.0,2.0,5.1,38.1,4.1,5.1,80.1,1.5,5.3,6.8,3.0,1.7,0.8,0.2,1.8,34.3,4,0,-2.4,2020
188,Harry Giles III,SAC,22,46,22,24,47.2,22.4,9.8,17.8,55.4,0.0,0.1,0.0,2.7,3.5,77.6,3.0,10.3,13.3,4.2,3.1,1.6,1.3,8.4,50.1,2,0,-9.1,2020
189,Hassan Whiteside,POR,31,67,34,33,47.5,24.6,10.3,16.6,62.1,0.1,0.2,57.1,3.9,5.7,68.6,6.1,15.3,21.4,1.8,2.8,0.6,4.6,4.6,66.0,51,0,2.7,2020
190,Henry Ellenson,BKN,23,5,2,3,39.8,5.3,2.6,18.4,14.3,0.0,10.5,0.0,0.0,0.0,0.0,5.3,10.5,15.8,2.6,0.0,0.0,0.0,2.6,28.2,0,0,31.6,2020
191,Ian Mahinmi,WAS,33,38,15,23,47.1,16.5,6.1,12.2,49.5,0.3,1.5,19.2,4.1,6.6,61.9,4.5,8.2,12.7,2.9,2.6,1.8,2.6,6.6,46.5,1,0,-4.7,2020
192,Ignas Brazdeikis,NYK,21,9,1,8,51.7,16.5,5.8,21.4,27.3,1.0,8.7,11.1,3.9,4.9,80.0,1.9,2.9,4.9,3.9,1.9,0.0,1.0,2.9,29.1,0,0,-11.7,2020
193,Iman Shumpert,BKN,30,13,9,4,48.4,10.9,4.2,12.9,32.8,1.6,6.6,24.2,0.8,1.4,57.1,1.8,5.0,6.8,2.4,2.0,2.4,0.4,4.2,29.1,0,0,-10.5,2020
194,Isaac Bonga,WAS,20,66,22,44,46.4,12.3,4.4,8.7,50.4,0.9,2.6,35.2,2.6,3.2,81.2,2.6,5.6,8.2,2.8,2.2,1.7,0.8,5.8,31.7,0,0,-1.2,2020
195,Isaiah Hartenstein,HOU,22,23,16,7,45.9,18.5,7.6,11.6,65.7,0.0,0.9,0.0,3.3,4.8,67.9,5.0,10.5,15.5,3.1,2.8,1.6,2.1,7.1,49.9,2,0,6.9,2020
196,Isaiah Roby,OKC,22,3,2,1,43.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,0.0,3.8,0.0,0.0,3.8,5.4,0,0,-15.4,2020
197,Isaiah Thomas,WAS,31,40,14,26,45.6,24.0,8.6,21.0,40.8,3.8,9.3,41.3,3.1,3.7,81.6,0.5,2.8,3.3,7.2,3.8,0.6,0.3,3.8,37.9,1,0,-9.9,2020
198,Ish Smith,WAS,31,68,23,45,45.9,19.0,7.9,17.7,44.7,1.6,4.3,36.7,1.6,2.2,72.1,0.8,4.9,5.6,8.6,2.4,1.5,0.8,2.7,43.0,1,0,-3.6,2020
199,Ivica Zubac,LAC,23,72,49,23,47.6,21.4,8.5,13.8,61.3,0.0,0.1,0.0,4.5,6.0,74.7,7.1,12.4,19.5,2.9,2.2,0.6,2.4,6.0,55.8,10,0,8.3,2020
200,J.J. Barea,DAL,36,29,15,14,48.3,23.8,9.1,22.2,41.1,3.4,9.1,37.6,2.1,2.4,90.9,1.1,4.6,5.7,12.0,4.1,0.5,0.2,2.9,46.9,0,0,2.1,2020
201,J.P. Macura,CLE,25,1,1,0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,150.0,2020
202,JJ Redick,NOP,36,60,26,34,45.2,26.2,8.2,18.0,45.3,5.1,11.3,45.3,4.7,5.3,89.2,0.3,4.0,4.3,3.4,2.1,0.6,0.3,2.7,36.9,0,0,-0.6,2020
203,JR Smith,LAL,34,6,2,4,45.3,9.8,4.0,12.6,31.8,0.6,6.3,9.1,1.1,1.1,100,0.0,2.9,2.9,1.7,2.3,0.6,0.0,2.9,15.2,0,0,-20.1,2020
204,Ja Morant,MEM,20,67,33,34,46.2,26.6,10.0,20.9,47.7,1.3,4.0,33.5,5.3,6.9,77.6,1.1,4.6,5.8,10.9,4.9,1.3,0.4,2.4,50.0,15,2,-0.4,2020
205,JaKarr Sampson,IND,27,34,21,13,46.3,15.3,6.7,11.3,59.1,0.2,1.3,15.4,1.8,2.7,66.7,2.0,6.7,8.7,2.1,1.5,1.6,1.2,6.3,35.6,0,0,2.0,2020
206,JaMychal Green,LAC,30,63,43,20,45.8,15.1,5.3,12.3,42.9,3.2,8.3,38.7,1.3,1.7,75.0,2.7,10.9,13.6,1.7,1.9,1.0,0.8,6.1,37.6,7,0,5.2,2020
207,JaVale McGee,LAL,32,68,51,17,47.2,18.6,8.1,12.8,63.7,0.1,0.3,50.0,2.2,3.4,64.6,5.2,11.1,16.3,1.5,2.3,1.5,3.9,6.6,54.5,2,0,5.5,2020
208,Jabari Parker,SAC,25,38,9,29,45.6,26.4,10.9,21.3,51.0,1.6,5.9,26.9,3.0,4.0,75.3,3.0,7.6,10.6,3.4,3.2,2.2,0.8,4.9,50.1,2,0,-4.7,2020
209,Jacob Evans,MIN,23,29,8,21,46.2,14.1,5.0,14.8,33.6,1.4,4.3,33.3,2.8,3.2,86.2,1.0,3.5,4.5,3.4,2.8,1.2,1.3,4.5,29.6,0,0,-11.2,2020
210,Jae Crowder,MIA,29,65,29,36,46.6,17.0,5.6,14.0,40.1,3.4,9.8,34.3,2.4,3.1,77.6,1.3,8.3,9.5,4.0,1.7,1.8,0.6,3.6,39.9,6,0,-3.3,2020
211,Jahlil Okafor,NOP,24,30,9,21,46.5,24.2,10.1,16.1,62.3,0.1,0.3,33.3,4.0,6.2,64.5,4.8,7.9,12.6,3.7,3.8,0.7,2.2,6.7,49.8,2,0,-10.1,2020
212,Jake Layman,MIN,26,23,11,12,43.8,18.2,7.0,15.5,45.3,2.1,6.2,33.3,2.1,2.8,75.0,1.5,3.5,4.9,1.3,2.1,1.5,0.9,4.1,31.0,0,0,1.9,2020
213,Jakob Poeltl,SAS,24,66,30,36,46.4,14.7,6.6,10.5,62.4,0.0,0.0,0.0,1.6,3.4,46.5,5.2,9.7,14.9,4.6,2.1,1.5,3.8,5.0,53.0,4,0,4.7,2020
214,Jalen Brunson,DAL,23,57,34,23,47.6,21.7,8.4,18.1,46.6,2.0,5.6,35.8,2.8,3.5,81.3,1.0,5.2,6.2,8.7,3.1,1.0,0.2,3.4,42.8,2,0,8.0,2020
215,Jalen Lecque,PHX,20,5,2,3,46.5,14.7,5.9,14.7,40.0,0.0,5.9,0.0,2.9,2.9,100,0.0,2.9,2.9,2.9,2.9,0.0,0.0,4.4,19.7,0,0,-29.4,2020
216,Jalen McDaniels,CHA,22,16,7,9,50.1,15.2,5.6,11.9,47.1,1.5,4.1,37.5,2.4,2.9,82.4,2.6,8.5,11.1,2.2,1.9,1.4,0.5,6.1,35.6,0,0,-3.9,2020
217,Jamal Crawford,BKN,40,1,1,0,39.8,33.3,13.3,26.7,50.0,6.7,13.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.7,63.3,0,0,26.7,2020
218,Jamal Murray,DEN,23,59,38,21,49.0,28.1,10.5,23.0,45.6,2.9,8.3,34.6,4.2,4.8,88.1,1.2,4.9,6.1,7.3,3.3,1.7,0.4,2.6,49.6,3,0,6.2,2020
219,James Ennis III,ORL,29,69,42,27,47.0,16.9,5.9,13.3,44.6,2.0,6.3,32.5,2.9,3.6,80.6,2.6,6.5,9.1,2.3,2.2,1.3,0.8,5.1,35.5,1,0,-0.1,2020
220,James Harden,HOU,30,68,43,25,46.7,43.9,12.6,28.5,44.4,5.6,15.8,35.5,13.0,15.0,86.5,1.3,7.1,8.4,9.6,5.8,2.4,1.1,4.3,73.0,22,4,5.4,2020
221,James Johnson,MIN,33,32,14,18,45.7,19.9,7.6,15.9,47.9,2.4,6.7,36.3,2.3,3.5,64.6,1.8,6.9,8.7,5.5,3.5,1.8,2.4,5.9,47.6,0,0,-5.5,2020
222,Jared Dudley,LAL,34,45,30,15,47.9,9.0,3.2,7.9,40.0,2.4,5.5,42.9,0.3,0.3,100,0.8,6.1,6.9,3.7,1.1,2.0,0.4,5.4,28.8,0,0,2.4,2020
223,Jared Harper,NYK,22,3,1,2,43.8,11.1,5.6,22.2,25.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0,0,-61.1,2020
224,Jaren Jackson Jr.,MEM,20,57,28,29,46.1,28.1,10.0,21.4,46.9,4.1,10.4,39.4,3.9,5.3,74.7,1.6,5.9,7.4,2.2,2.8,1.1,2.6,6.6,48.8,3,0,-3.0,2020
225,Jarred Vanderbilt,MIN,21,11,6,5,44.3,11.4,4.8,7.6,62.5,0.0,1.0,0.0,1.9,1.9,100,2.9,5.7,8.6,1.9,6.7,2.9,1.0,5.7,29.3,0,0,-26.7,2020
226,Jarrell Brantley,UTA,24,9,3,6,46.8,11.7,4.9,13.7,35.7,1.5,6.3,23.1,0.5,1.0,50.0,1.0,8.8,9.8,5.4,3.4,1.5,2.4,3.4,39.8,0,0,-18.0,2020
227,Jarrett Allen,BKN,22,70,33,37,47.2,19.8,7.7,11.9,64.9,0.0,0.2,0.0,4.4,6.9,63.3,5.5,11.6,17.1,2.8,2.0,1.0,2.3,4.1,52.6,30,0,1.1,2020
228,Jarrett Culver,MIN,21,63,19,44,45.6,17.6,7.0,17.2,40.4,2.0,6.7,29.9,1.6,3.5,46.2,2.1,4.3,6.4,3.3,2.5,1.7,1.2,3.8,36.4,0,0,-3.1,2020
229,Jarrod Uthoff,WAS,27,7,4,3,47.5,17.0,6.3,16.1,38.9,2.7,8.0,33.3,1.8,1.8,100,1.8,3.6,5.4,0.0,0.0,0.9,0.0,1.8,26.1,0,0,8.9,2020
230,Javonte Green,BOS,26,48,33,15,46.5,16.2,6.3,12.5,50.0,0.9,3.3,27.3,2.8,4.2,66.7,2.4,6.9,9.2,2.6,2.3,2.4,0.8,4.3,38.4,0,0,-3.1,2020
231,Jaxson Hayes,NOP,20,64,28,36,44.8,19.6,7.2,10.8,67.2,0.0,0.2,25.0,5.1,7.9,64.7,4.0,6.7,10.8,2.3,2.2,1.1,2.3,6.7,43.9,3,0,-2.4,2020
232,Jaylen Brown,BOS,23,57,38,19,48.4,29.0,10.7,22.2,48.1,3.2,8.5,38.2,4.4,6.1,72.4,1.6,7.6,9.1,3.0,3.1,1.6,0.5,4.2,47.6,8,0,5.7,2020
233,Jaylen Hoard,POR,21,13,7,6,46.2,17.0,6.7,14.3,46.9,0.0,1.3,0.0,3.6,5.8,61.5,6.3,8.1,14.3,1.8,1.8,2.2,0.0,5.4,41.9,0,0,4.5,2020
234,Jaylen Nowell,MIN,20,15,2,13,44.2,16.7,5.6,15.5,35.8,0.9,7.6,11.5,4.7,5.0,94.1,0.9,2.9,3.8,5.6,0.9,0.9,0.3,3.2,32.2,0,0,3.2,2020
235,Jayson Tatum,BOS,22,66,46,20,47.7,32.6,11.6,25.8,45.0,4.0,9.9,40.3,5.4,6.6,81.2,1.3,8.3,9.7,4.2,3.3,2.0,1.2,2.9,56.8,10,0,10.5,2020
236,Jeff Green,HOU,33,48,28,20,46.2,21.8,7.7,16.6,46.2,3.0,8.8,33.9,3.5,4.4,80.2,1.2,5.3,6.4,2.4,2.0,1.3,0.9,4.3,37.6,0,0,-4.1,2020
237,Jeff Teague,ATL,32,59,22,37,45.9,20.1,6.7,15.3,43.6,1.3,3.7,36.8,5.4,6.2,87.3,0.8,3.6,4.5,9.7,3.6,1.4,0.6,3.3,42.2,3,0,-5.3,2020
238,Jerami Grant,DEN,26,71,45,26,48.5,21.8,7.8,16.3,47.8,2.5,6.5,38.9,3.8,5.0,75.0,1.5,4.9,6.4,2.3,1.6,1.3,1.5,3.9,39.4,0,0,-2.2,2020
239,Jeremiah Martin,BKN,24,9,6,3,45.9,29.6,11.1,24.5,45.3,2.3,8.3,27.8,5.1,6.5,78.6,0.5,4.2,4.6,8.3,1.9,3.2,0.9,3.2,58.3,0,0,-7.9,2020
240,Jeremy Lamb,IND,28,46,27,19,48.1,21.5,8.1,17.9,45.1,2.0,5.9,33.5,3.4,4.1,83.6,0.9,6.6,7.5,3.6,1.9,2.0,0.8,3.9,42.6,2,0,0.0,2020
