,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON
483,Tobias Harris,PHI,27,72,43,29,48.4,27.6,10.8,23.0,47.1,2.6,7.0,36.7,3.4,4.2,80.6,1.4,8.3,9.7,4.4,2.0,1.0,0.8,3.2,49.4,11,0,3.1,2020
484,Tomas Satoransky,CHI,28,65,22,43,47.7,16.3,6.0,14.0,43.0,1.6,5.1,32.2,2.7,3.1,87.6,1.9,4.5,6.4,9.0,3.3,2.0,0.2,3.4,40.9,3,0,-1.8,2020
485,Tony Bradley,UTA,22,58,36,22,46.7,20.1,8.9,13.3,66.7,0.2,0.2,100,2.1,3.2,65.2,7.8,11.0,18.8,1.6,2.1,1.0,2.3,8.1,52.9,1,0,-0.8,2020
486,Tony Snell,DET,28,59,18,41,48.7,14.1,5.0,11.3,44.5,3.0,7.5,40.2,0.9,0.9,100,0.3,3.0,3.3,3.8,0.9,0.9,0.4,3.0,26.9,0,0,-5.1,2020
487,Torrey Craig,DEN,29,58,38,20,49.3,14.5,5.7,12.4,46.1,2.1,6.3,32.6,1.0,1.7,61.1,2.9,5.8,8.7,2.2,1.1,1.1,1.7,6.2,35.2,2,0,-8.0,2020
488,Trae Young,ATL,21,60,18,42,45.6,38.3,11.8,26.9,43.7,4.4,12.2,36.1,10.4,12.0,86.0,0.7,4.8,5.5,12.1,6.2,1.4,0.2,2.2,61.4,28,2,-4.9,2020
489,Tremont Waters,BOS,22,11,8,3,47.6,16.1,5.6,19.7,28.6,1.6,9.6,16.7,3.2,3.2,100,0.0,4.8,4.8,6.4,6.0,4.0,0.8,5.2,39.9,0,0,8.0,2020
490,Treveon Graham,ATL,26,55,21,34,46.5,12.2,4.4,12.1,36.0,1.7,6.0,27.5,1.8,2.8,64.3,2.6,5.0,7.5,2.3,1.5,1.2,0.3,5.1,27.6,0,0,-7.6,2020
491,Trevor Ariza,POR,35,53,22,31,47.6,13.5,4.5,10.3,43.8,2.5,6.6,37.2,2.0,2.4,83.8,1.1,6.8,7.9,2.9,1.8,2.2,0.5,3.5,33.5,0,0,-0.3,2020
492,Trey Burke,DAL,27,33,16,17,48.4,22.6,8.8,19.5,45.0,3.0,7.0,42.7,2.1,2.7,79.3,1.5,3.2,4.7,7.7,2.0,1.5,0.2,3.1,42.9,0,0,2.3,2020
493,Trey Lyles,SAS,24,63,27,36,47.6,15.1,5.7,12.8,44.6,2.4,6.3,38.7,1.2,1.7,73.3,2.7,10.9,13.5,2.6,1.5,1.0,1.0,3.7,40.0,2,0,-2.1,2020
494,Tristan Thompson,CLE,29,57,19,38,48.5,19.3,8.1,15.8,51.2,0.3,0.6,39.1,2.8,4.5,61.5,6.4,9.9,16.3,3.4,2.9,0.9,1.4,3.5,48.0,25,0,-10.7,2020
495,Troy Brown Jr.,WAS,20,69,24,45,46.0,18.5,7.0,16.1,43.9,1.6,4.6,34.1,2.8,3.6,78.4,2.0,7.9,9.9,4.6,2.0,2.2,0.2,3.4,42.3,6,0,-5.8,2020
496,Troy Daniels,DEN,28,47,34,13,46.8,17.6,6.3,16.4,38.7,4.0,11.6,34.8,0.9,1.4,62.5,1.1,3.5,4.6,1.5,1.1,1.0,0.3,3.3,28.0,0,0,0.4,2020
497,Ty Jerome,PHX,22,31,16,15,46.8,14.6,5.4,16.1,33.6,2.0,7.1,28.0,1.7,2.3,75.0,1.0,5.6,6.6,6.3,2.6,2.1,0.4,4.1,37.0,0,0,-14.6,2020
498,Tyler Cook,DEN,22,13,3,10,47.4,20.2,7.0,10.5,66.7,0.0,0.0,0.0,6.1,7.0,87.5,5.3,7.0,12.3,0.9,2.6,2.6,0.0,4.4,41.5,0,0,-14.9,2020
499,Tyler Herro,MIA,20,55,34,21,47.7,23.5,8.5,19.9,42.8,3.7,9.4,38.9,2.7,3.2,87.0,0.5,6.6,7.1,3.8,2.7,1.1,0.3,2.4,39.0,1,0,-0.6,2020
500,Tyler Johnson,BKN,28,39,16,23,45.9,17.7,6.3,16.2,38.8,2.5,7.7,31.9,2.7,3.2,84.0,1.2,3.8,4.9,4.8,1.9,1.0,0.6,3.8,33.8,0,0,-6.7,2020
501,Tyler Zeller,SAS,30,2,1,1,43.1,22.2,11.1,44.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,11.1,44.4,0.0,0.0,0.0,0.0,0.0,75.6,0,0,33.3,2020
502,Tyrone Wallace,ATL,26,14,3,11,46.2,11.5,4.0,12.7,31.8,0.3,4.3,6.7,3.2,4.9,64.7,0.9,5.5,6.3,3.7,2.9,2.0,0.3,5.5,28.8,0,0,-9.2,2020
503,Tyson Chandler,HOU,37,26,15,11,44.4,6.9,2.8,3.6,77.8,0.0,0.0,0.0,1.2,2.6,46.2,5.1,8.3,13.4,1.2,1.6,1.2,1.6,6.5,31.6,0,0,6.1,2020
504,Tyus Jones,MEM,24,65,32,33,45.0,17.7,7.2,15.7,45.9,1.7,4.5,37.9,1.6,2.1,74.1,0.3,3.4,3.8,10.4,2.0,2.2,0.2,1.6,42.9,0,0,-1.8,2020
505,Udonis Haslem,MIA,40,4,3,1,49.6,13.5,4.5,12.4,36.4,1.1,3.4,33.3,3.4,4.5,75.0,1.1,16.9,18.0,1.1,1.1,0.0,0.0,6.7,35.6,0,0,-21.3,2020
506,Vic Law,ORL,24,8,2,6,45.8,11.1,4.4,13.3,33.3,0.7,5.2,14.3,1.5,4.4,33.3,1.5,6.7,8.1,2.2,1.5,1.5,0.0,4.4,27.2,0,0,-5.2,2020
507,Victor Oladipo,IND,28,19,11,8,47.2,24.6,8.7,22.0,39.4,2.9,9.3,31.7,4.3,5.3,81.4,0.8,5.9,6.7,5.0,4.2,1.5,0.4,3.2,41.5,0,0,-0.4,2020
508,Vince Carter,ATL,43,60,19,41,45.6,15.5,5.6,15.8,35.2,3.2,10.5,30.2,1.2,1.5,79.3,0.9,5.5,6.5,2.5,1.7,1.2,1.3,4.7,32.8,0,0,-6.6,2020
509,Vincent Poirier,BOS,26,22,18,4,44.4,14.0,5.8,12.3,47.2,0.3,0.7,50.0,2.0,2.4,85.7,4.4,10.2,14.7,2.7,2.7,0.7,3.1,8.5,44.2,0,0,-6.8,2020
510,Vlatko Cancar,DEN,23,14,7,7,46.8,17.5,6.2,15.5,40.0,1.0,6.2,16.7,4.1,4.1,100,5.2,5.2,10.3,3.1,3.1,1.0,1.0,7.2,37.6,0,0,-8.2,2020
511,Wayne Ellington,NYK,32,36,9,27,47.8,15.7,5.2,14.9,35.1,4.3,12.3,35.0,0.9,1.1,84.6,0.3,5.2,5.6,3.8,1.5,1.1,0.3,3.5,30.8,0,0,-1.5,2020
512,Wendell Carter Jr.,CHI,21,43,15,28,47.7,18.4,7.0,13.0,53.4,0.2,1.1,20.7,4.3,5.8,73.7,5.3,10.1,15.4,1.9,2.7,1.3,1.4,6.2,44.9,17,0,-1.1,2020
513,Wenyen Gabriel,POR,23,30,10,20,45.4,12.2,4.1,9.3,43.8,1.2,3.9,30.0,2.9,4.3,68.2,4.1,6.0,10.1,1.5,3.1,2.1,1.4,7.5,33.9,0,0,-8.5,2020
514,Wes Iwundu,ORL,25,52,23,29,47.4,14.9,4.8,11.6,41.6,1.4,4.1,34.1,3.9,4.8,80.4,1.2,5.3,6.5,3.0,1.3,1.2,0.6,4.0,31.6,0,0,0.5,2020
515,Wesley Matthews,MIL,33,67,52,15,44.8,13.5,4.6,11.6,39.6,3.0,8.1,36.4,1.4,1.9,76.5,0.6,3.9,4.5,2.5,1.2,1.0,0.2,2.8,25.4,0,0,12.4,2020
516,Will Barton,DEN,29,58,38,20,48.9,22.3,8.5,18.8,45.0,2.8,7.3,37.5,2.6,3.4,76.7,1.9,7.4,9.3,5.4,2.2,1.6,0.7,3.1,46.2,7,0,6.2,2020
517,William Howard,HOU,26,2,1,1,45.7,0.0,0.0,13.8,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,6.9,6.9,3.4,3.4,0.0,0.0,3.4,10.0,0,0,-55.2,2020
518,Willie Cauley-Stein,DAL,26,54,16,38,47.7,16.9,7.6,13.1,57.9,0.0,0.0,0.0,1.7,2.9,60.6,3.7,10.0,13.7,3.0,1.7,2.1,2.7,5.3,50.5,3,0,-5.6,2020
519,Willy Hernangomez,CHA,26,31,7,24,48.5,24.6,9.6,18.0,53.2,0.6,2.8,22.7,4.8,7.6,62.7,5.6,11.8,17.3,3.8,3.9,1.3,0.9,4.1,53.7,2,0,-2.3,2020
520,Wilson Chandler,BKN,33,35,16,19,47.1,13.1,4.7,11.7,40.4,2.4,7.8,30.6,1.3,1.5,87.0,0.7,8.6,9.3,2.5,2.2,1.0,0.8,5.1,31.3,0,0,-7.7,2020
521,Yogi Ferrell,SAC,27,50,20,30,47.1,19.4,7.0,16.7,42.0,2.1,7.0,30.4,3.2,3.7,85.7,0.5,3.8,4.4,6.1,2.5,1.6,0.4,3.4,37.2,0,0,-1.2,2020
522,Yuta Watanabe,MEM,25,18,9,9,46.4,15.9,6.6,15.0,44.1,1.3,3.5,37.5,1.3,3.5,37.5,3.1,5.8,8.8,2.2,0.9,2.2,0.4,4.0,36.9,0,0,4.4,2020
523,Zach Collins,POR,22,11,8,3,47.7,12.7,5.3,11.2,47.1,1.2,3.1,36.8,1.0,1.3,75.0,4.1,7.2,11.3,2.6,2.3,0.8,0.8,5.9,32.9,0,0,5.9,2020
524,Zach LaVine,CHI,25,60,20,40,47.6,34.9,12.3,27.4,45.0,4.2,11.0,38.0,6.1,7.6,80.2,0.9,5.7,6.6,5.8,4.7,2.0,0.6,3.0,54.8,2,0,-4.4,2020
525,Zach Norvell Jr.,GSW,22,5,2,3,44.3,10.9,3.3,13.0,25.0,3.3,8.7,37.5,1.1,1.1,100,0.0,6.5,6.5,3.3,3.3,2.2,0.0,4.3,26.8,0,0,-29.3,2020
526,Zhaire Smith,PHI,21,7,3,4,44.9,11.1,4.2,15.3,27.3,0.0,4.2,0.0,2.8,5.6,50.0,0.0,2.8,2.8,2.8,2.8,4.2,0.0,5.6,28.3,0,0,-13.9,2020
527,Zion Williamson,NOP,19,24,11,13,45.1,36.4,14.2,24.3,58.3,0.4,0.9,42.9,7.7,12.0,64.0,4.3,5.8,10.1,3.4,4.0,1.1,0.6,2.8,54.7,2,0,4.2,2020
528,Zylan Cheatham,NOP,24,4,2,2,45.6,10.7,5.4,8.0,66.7,0.0,0.9,0.0,0.0,0.0,0.0,2.7,5.4,8.0,2.7,3.6,0.9,0.9,8.9,26.2,0,0,-25.0,2020
